video_annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,video_id,video_filename,shape_id,shape_name,points,frames,annotation_id,created_at,attributes
36901,568,"Crustacea stet.","Fauna > Crustacea stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1393.66,1043.95]]",[501.972426],36910,"2025-03-24 10:37:40","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36902,568,"Crustacea stet.","Fauna > Crustacea stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[1549.69,1035.91]]",[501.972426],36911,"2025-03-24 10:37:41","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36903,568,"Crustacea stet.","Fauna > Crustacea stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[186.96,681.67]]",[499.799192],36912,"2025-03-24 10:37:51","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36904,482,"Isidella stet.","VME gorgonian corals > Isidella stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[312.19,617.38]]",[499.799192],36913,"2025-03-24 10:37:58","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36905,469,"mucus undeterminable","VME species mucus production > mucus undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[300.8,641.49]]",[499.799192],36914,"2025-03-24 10:38:01","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36906,468,"polyps undeterminable","VME coral species polyp behaviour > polyps undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[329.6,633.45]]",[499.799192],36915,"2025-03-24 10:38:04","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36907,565,G-undeterminable,"Health indicators Gorgonians > G-undeterminable",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[287.41,616.71]]",[499.799192],36916,"2025-03-24 10:38:08","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36918,322,"Laser points","Laser points",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[567.99,658.9]]",[500.531853],36927,"2025-03-24 10:40:46","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36919,322,"Laser points","Laser points",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[608.17,638.81]]",[500.531853],36928,"2025-03-24 10:40:48","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
36920,601,"Munida stet.","Fauna > Crustacea stet. > Munida stet.",1,Birte,Schuppe,54,anevik_1_12_b.mp4,1,Point,"[[591.43,926.76]]",[503.03025],36929,"2025-03-24 10:45:37","{""mimetype"":""video\/mp4"",""size"":1321108849,""width"":1920,""height"":1080}"
