video_annotation_label_id,label_id,label_name,label_hierarchy,user_id,firstname,lastname,video_id,video_filename,shape_id,shape_name,points,frames,annotation_id,created_at,attributes
7477,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[734.73,903.66]]",[0],7486,"2024-10-07 08:19:41","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7478,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[768.21,888.92]]",[0],7487,"2024-10-07 08:19:46","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7479,359,flat,"Slope category > flat",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,7,WholeFrame,[],[0],7488,"2024-10-07 08:19:56","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7480,319,Mud,"Substrate > Mud",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,7,WholeFrame,[],[0],7489,"2024-10-07 08:20:12","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7485,685,Pisces,"Fauna > Pisces",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[1568.44,1062.36]]",[3.260825],7494,"2024-10-07 08:25:57","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7490,443,"Parastichopus stet.","Fauna > Holothuroidea stet. > Parastichopus stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[760.85,1034.91]]",[10.094009],7499,"2024-10-07 08:28:04","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7503,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[743.44,916.38]]",[10.094009],7512,"2024-10-07 08:32:36","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7504,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[774.24,903.66]]",[10.094009],7513,"2024-10-07 08:32:41","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7505,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[760.85,955.89]]",[20.434589],7514,"2024-10-07 08:33:17","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7506,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[786.96,941.16]]",[20.434589],7515,"2024-10-07 08:33:20","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7507,320,"No observation","No observation",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,7,WholeFrame,[],[20.434589],7516,"2024-10-07 08:33:36","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7508,320,"No observation","No observation",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,7,WholeFrame,[],[12.773988],7517,"2024-10-07 08:34:03","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7512,320,"No observation","No observation",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,7,WholeFrame,[],[26.11649],7521,"2024-10-07 08:37:32","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7513,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[655.04,735.51]]",[30.578867],7522,"2024-10-07 08:37:57","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7514,322,"Laser points","Laser points",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[715.31,726.13]]",[30.578867],7523,"2024-10-07 08:38:01","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7515,359,flat,"Slope category > flat",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,7,WholeFrame,[],[30.578867],7524,"2024-10-07 08:38:26","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7516,319,Mud,"Substrate > Mud",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,7,WholeFrame,[],[30.578867],7525,"2024-10-07 08:38:34","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7517,601,"Munida stet.","Fauna > Crustacea stet. > Munida stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[1477.37,1013.41]]",[30.124239],7526,"2024-10-07 08:42:34","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7518,710,"Caridea stet.","Fauna > Crustacea stet. > Caridea stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[774.24,1004.04]]",[30.578867],7527,"2024-10-07 08:47:53","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7519,705,"Bathyplotes stet.","Fauna > Holothuroidea stet. > Bathyplotes stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[1731.16,769.66]]",[31.326498],7528,"2024-10-07 08:55:36","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7521,398,"Asteroidea stet.","Fauna > Asteroidea stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[742.77,861.4]]",[31.458641],7530,"2024-10-07 08:58:56","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7522,398,"Asteroidea stet.","Fauna > Asteroidea stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[805.71,814.53]]",[31.458641],7531,"2024-10-07 08:58:59","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7526,601,"Munida stet.","Fauna > Crustacea stet. > Munida stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[1029.38,776.02]]",[32.563664],7535,"2024-10-07 09:02:44","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7527,601,"Munida stet.","Fauna > Crustacea stet. > Munida stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[620.89,738.52]]",[32.563664],7536,"2024-10-07 09:02:47","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7530,601,"Munida stet.","Fauna > Crustacea stet. > Munida stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[1180.04,655.49]]",[32.563664],7539,"2024-10-07 09:06:52","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7531,436,"Holothuroidea stet.","Fauna > Holothuroidea stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[1267.77,1013.75]]",[34.056051],7540,"2024-10-07 09:08:56","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
7532,436,"Holothuroidea stet.","Fauna > Holothuroidea stet.",1,Birte,Schuppe,50,anevik_1_12c_e.mp4,1,Point,"[[1514.87,952.81]]",[34.056051],7541,"2024-10-07 09:08:59","{""mimetype"":""video\/mp4"",""size"":1066859656,""width"":1920,""height"":1080}"
