video_annotation_label_id;label_id;label_name;label_hierarchy;user_id;firstname;lastname;video_id;video_filename;shape_id;shape_name;points;frames;annotation_id;created_at
1937532;324275;Arborescent;Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;7;WholeFrame;[];[746.127885,805.482754];1686646;13.11.2023 15:05
1937533;324275;Arborescent;Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[1016.25,466.88],[1016,463],[1015,458],[1013,449],[1011.5,442.5],[1010,437],[1010,430],[1009.5,424.5],[1007,419],[1007,412],[1005.5,405.5],[1004,397],[1004,390],[1002,383],[1000.5,375.5],[999.5,366.5],[998.5,359.5],[996.5,351.5],[995,343],[993.5,334.5],[992,326],[990.5,317.5],[989,311],[987.5,302.5],[987,295],[984.5,287.5],[983.5,280.5],[982.5,273.5],[980,268],[978,262],[977.5,256.5],[974.5,246.5],[972,240],[967.5,233.5],[962.5,230.5],[956,230],[948.5,235.5],[947,241],[942.5,246.5],[938.5,252.5],[934,256],[932,263],[931.5,268.5],[933.5,275.5],[934.5,280.5],[935.5,285.5],[940.5,283.5],[942.5,277.5],[945.5,269.5],[949,262],[952,252],[954.5,247.5],[956.5,241.5],[958.5,236.5],[961,231],[964,225],[969,215],[971,210],[973,205],[975,200],[978,195],[981,189],[982,184],[984,179],[987,171],[988,166],[990,157],[991,149],[992,143],[992.5,135.5],[990.5,130.5],[990.5,123.5],[986.5,119.5],[981.5,117.5],[976.5,115.5],[969.5,112.5],[964.5,111.5],[959,112],[952.5,109.5],[947.5,110.5],[940.5,108.5],[933.5,108.5],[928.5,107.5],[922.5,107.5],[916.5,106.5],[911,105],[905,105],[899,105],[893,103],[888,101],[883,99],[878.5,96.5],[874,94],[869,93],[862,91],[857,87],[851,88],[846,86],[838.5,84.5],[833.5,82.5],[827.5,80.5],[821.5,77.5],[815.5,75.5],[810.5,73.5],[803,73],[797,68],[790.5,68.5],[784,67],[776,66],[768.5,63.5],[764,59],[757.5,58.5],[751.5,57.5],[746,57],[739.5,56.5],[731,54],[724,52],[717,51],[709.5,50.5],[704.5,49.5],[696.5,49.5],[688.5,49.5],[683.5,48.5],[677.5,49.5],[667.5,48.5],[658.5,48.5],[649.5,47.5],[640.5,47.5],[634,49],[626,50],[618,52],[611,53],[605,55],[597,56],[588,58],[581,62],[576,63],[568,64],[559,67],[550,70],[540,72],[532,77],[525,78],[517,79],[508.5,80.5],[501,80],[494,81],[487,80],[479,79],[472,78],[465.5,77.5],[458.5,76.5],[452.5,76.5],[445.5,76.5],[438.5,75.5],[431.5,77.5],[425.5,79.5],[418.5,80.5],[412.5,84.5],[407.5,82.5],[402.5,83.5],[396.5,83.5],[391.5,87.5],[384.5,91.5],[378.5,95.5],[373.5,97.5],[367.5,101.5],[362.5,105.5],[358.5,109.5],[351.5,113.5],[346.5,118.5],[342.5,124.5],[337.5,127.5],[333.5,134.5],[330.5,139.5],[326.5,146.5],[325.5,152.5],[321.5,156.5],[315.5,164.5],[310.5,172.5],[305.5,177.5],[299.5,180.5],[295.5,184.5],[289.5,186.5],[284.5,189.5],[279.5,193.5],[273,195],[265,197],[260,201],[252,204],[246,204],[239,209],[231,213],[222,215],[216,216],[208,221],[202,221],[196,224],[189,228],[183.5,229.5],[175.5,232.5],[169.5,234.5],[161.5,237.5],[156.5,240.5],[147.5,243.5],[137.5,247.5],[130.5,250.5],[125.5,251.5],[117.5,254.5],[108.5,257.5],[100.5,259.5],[92.5,261.5],[84.5,263.5],[79.5,264.5],[71.5,266.5],[64.5,268.5],[56.5,269.5],[49.5,271.5],[43.5,270.5],[37.5,273.5],[32.5,272.5],[26.5,273.5],[20.5,273.5],[13.5,274.5],[7.5,274.5],[1.5,274.5]];[807.314566,807.3732333333334,807.4066,807.4733333333334,807.5067,807.5400666666667,807.5734333333334,807.6068,807.6401666666667,807.6735333333334,807.7069,807.7402666666667,807.7736333333334,807.807,807.8403666666667,807.8737333333333,807.9071,807.9404666666667,807.9738333333333,808.0072,808.0405666666667,808.0739333333333,808.1073,808.1406666666667,808.1740333333333,808.2074,808.2407666666667,808.2741333333333,808.3075,808.3408666666667,808.3742333333333,808.4409666666667,808.5077,808.6078,808.6745333333333,808.8747333333333,808.9748333333333,809.0749333333333,809.1750333333333,809.2417666666666,809.3085,809.4086,809.4753333333333,809.5754333333333,809.6421666666666,809.7756333333333,809.9758333333333,810.0425666666666,810.1093,810.1760333333333,810.2427666666666,810.2761333333333,810.3095000000001,810.3428666666667,810.3762333333334,810.4096000000001,810.4763333333334,810.5097000000001,810.5430666666667,810.5764333333334,810.6098000000001,810.6431666666667,810.6765333333334,810.7099000000001,810.7766333333334,810.8100000000001,810.8767333333334,810.9434666666667,811.0102,811.1103,811.2104,811.3438666666667,811.5440666666667,811.6775333333334,811.811,811.9778333333334,812.1113,812.1780333333334,812.2781333333334,812.3782333333334,812.4783333333334,812.5784333333334,812.6451666666667,812.7119,812.7786333333333,812.8787333333333,812.9454666666667,813.0122,813.1123,813.1790333333333,813.2791333333333,813.3792333333333,813.4793333333333,813.5794333333333,813.6795333333333,813.7796333333333,813.8463666666667,813.9131,814.0465666666666,814.1133,814.2134,814.3135,814.4136,814.5137,814.5804333333333,814.6805333333333,814.7472666666666,814.814,814.8807333333333,814.9474666666666,815.0142,815.0809333333333,815.1143000000001,815.1810333333334,815.2144000000001,815.3145000000001,815.3812333333334,815.4479666666667,815.5147000000001,815.5480666666667,815.6148000000001,815.6815333333334,815.7149000000001,815.7482666666667,815.815,815.8817333333334,815.9484666666667,816.0152,816.0819333333334,816.1486666666667,816.2154,816.2821333333334,816.3488666666667,816.4156,816.4823333333334,816.5490666666667,816.5824333333334,816.6491666666667,816.7159,816.7826333333334,816.8493666666667,816.8827333333334,816.9494666666667,817.0162,817.0829333333334,817.1496666666667,817.2164,817.2831333333334,817.3498666666667,817.4166,817.4833333333333,817.5500666666667,817.6168,817.6835333333333,817.7502666666667,817.817,817.8837333333333,817.9504666666667,818.0172,818.0839333333333,818.1506666666667,818.2507666666667,818.3175,818.4176,818.4843333333333,818.5510666666667,818.6178,818.6845333333333,818.7512666666667,818.8513666666666,818.9514666666666,819.0515666666666,819.1516666666666,819.2517666666666,819.3518666666666,819.4853333333333,819.6188,819.6521666666666,819.7856333333333,819.9191000000001,820.0192000000001,820.1526666666667,820.2194000000001,820.3195000000001,820.4196000000001,820.4863333333334,820.5530666666667,820.6198,820.6865333333334,820.7532666666667,820.7866333333334,820.82,820.8533666666667,820.8867333333334,820.9201,820.9534666666667,820.9868333333334,821.0202,821.0535666666667,821.0869333333334,821.1536666666667,821.1870333333334,821.2537666666667,821.2871333333334,821.3538666666667,821.4206,821.4873333333334,821.5207,821.5874333333334,821.6541666666667,821.7209,821.7876333333334,821.8543666666667,821.8877333333334,821.9544666666667,822.0212,822.0879333333334,822.1546666666667,822.2214,822.2881333333333,822.3215,822.3882333333333,822.4883333333333,822.5550666666667,822.5884333333333,822.6218];1686647;13.11.2023 15:06
1937534;324275;Arborescent;Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[943.75,154.38],[1321.25,681.88],[1468.75,434.38],[1426.25,269.38],[1088.75,146.88],[683.75,431.88]];[811.422936,812.259159,812.897834,813.535481,823.537636,831.369401];1686648;13.11.2023 15:06
1937535;324275;Arborescent;Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[1031.25,699.38]];[842.067422];1686649;13.11.2023 15:06
1937537;324379;Fine sand (no shell fragments);Physical > Substrate > Unconsolidated (soft) > Sand / mud (<2mm) > Fine sand (no shell fragments);2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;7;WholeFrame;[];[958.566168];1686651;13.11.2023 15:09
1937538;1558;Laser Point;Laser Point;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[838.75,771.88]];[973.33071];1686652;13.11.2023 15:09
1937539;1558;Laser Point;Laser Point;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[1056.25,784.38],[1056,784],[1056.5,789.5],[1055.5,774.5],[1056,785],[1055.5,771.5],[1056,789],[1055,784],[1057,790],[1056.5,784.5],[1059,775],[1060.5,780.5],[1061.5,774.5],[1062.5,769.5],[1065.5,761.5],[1070.5,755.5],[1071.5,750.5],[1075,744],[1077.5,738.5],[1079,744],[1078.5,751.5],[1077.5,743.5],[1077.5,754.5],[1077,760],[1075,753],[1074,761],[1072,756],[1072,767],[1073,781],[1072,788],[1069,782],[1068,795],[1067.5,800.5],[1068,814],[1067,819],[1064.5,838.5],[1063.5,850.5],[1063,863],[1063.5,875.5],[1060,882],[1060,890],[1059,896],[1058.5,905.5],[1056,910],[1058,916],[1058.5,924.5],[1059,935],[1059,943],[1058.5,952.5],[1058.5,960.5],[1058.5,968.5],[1058.5,976.5],[1059.5,982.5],[1059,989],[1059,995],[1059,1002],[1060.5,1016.5],[1062.5,1032.5],[1066.5,1078.5],[1066.5,1078.5]];[973.33071,973.4057666666666,973.5058666666666,973.6393333333333,973.6727,973.8395333333334,973.8729000000001,974.3066666666667,974.4735000000001,974.6737,975.2075666666667,975.2743,975.4077666666667,975.5078666666667,975.7748,976.0083666666667,976.1084666666667,976.2753,976.4421333333333,976.5422333333333,976.6423333333333,976.6757,976.7090666666667,976.7758,976.8425333333333,976.8759,977.0427333333333,977.0761,977.1094666666667,977.1428333333333,977.1762,977.2095666666667,977.2429333333333,977.2763,977.3096666666667,977.3764,977.4097666666667,977.4431333333333,977.4765,977.5432333333333,977.5766,977.6099666666667,977.7434333333333,977.9102666666666,978.4775,978.5442333333333,978.5776,978.6109666666667,978.6777000000001,978.7110666666667,978.7444333333334,978.7778000000001,978.8445333333334,978.8779000000001,978.9112666666667,978.9446333333334,979.0113666666667,979.0447333333334,979.1782000000001,979.2783000000001];1686653;13.11.2023 15:09
1937540;324333;Coral rubble;Physical > Substrate > Unconsolidated (soft) > Pebble / gravel > Biologenic > Coral rubble;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;7;WholeFrame;[];[1052.173371,1079.5861];1686654;13.11.2023 15:11
1937541;324275;Arborescent;Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[1008.75,744.38],[1003,740],[999,736],[994,731],[990.5,726.5],[984.5,721.5],[980.5,717.5],[975.5,712.5],[966.5,703.5],[962.5,699.5],[953.5,691.5],[946,683],[942,679],[938.5,674.5],[934.5,667.5],[936,673],[931.5,677.5],[925.5,682.5],[924,688],[922,695],[918.5,702.5],[911,706],[906.5,710.5],[898,713],[893.5,715.5],[887,717],[877.5,718.5],[883,718],[876.5,713.5],[877,707],[875,701],[873.5,695.5],[867,692],[863.5,685.5],[856.5,682.5],[848.5,677.5],[842.5,675.5],[836.5,673.5],[835.5,666.5],[833.5,661.5],[830.5,655.5],[824.5,650.5],[818,648],[813,645],[818,641],[820,636],[814,634],[806,630],[799,629],[790,628],[784.5,624.5],[778,625],[771,623],[765,625],[758.5,623.5],[751.5,623.5],[741.5,622.5],[733.5,621.5],[725.5,620.5],[719.5,620.5],[713.5,619.5],[708.5,622.5],[701.5,622.5],[694.5,623.5],[686.5,623.5],[677.5,623.5],[671.5,622.5],[660.5,621.5],[654.5,621.5]];[1087.449336,1087.5197666666668,1087.5531333333333,1087.5865000000001,1087.6198666666667,1087.6532333333334,1087.6866,1087.7199666666668,1087.7867,1087.8200666666667,1087.8868,1087.9535333333333,1087.9869,1088.0202666666667,1088.087,1088.2204666666667,1088.2872,1088.3539333333333,1088.4206666666666,1088.5207666666668,1088.5875,1088.6542333333334,1088.6876,1088.7543333333333,1088.7877,1088.8210666666666,1088.8878,1089.0212666666666,1089.1881,1089.3215666666667,1089.4216666666666,1089.5217666666667,1089.6218666666666,1089.7219666666667,1089.8220666666666,1089.9221666666667,1089.9889,1090.0556333333334,1090.2224666666666,1090.4226666666666,1090.5561333333333,1090.6562333333334,1090.7563333333333,1090.8564333333334,1091.0566333333334,1091.2234666666666,1091.2902,1091.3569333333332,1091.3903,1091.4570333333334,1091.5571333333332,1091.6238666666668,1091.6906000000001,1091.7573333333335,1091.8908000000001,1091.9575333333335,1092.0576333333333,1092.1243666666667,1092.1911,1092.2244666666668,1092.2578333333333,1092.3245666666667,1092.4246666666668,1092.4914,1092.5581333333334,1092.6248666666668,1092.6582333333333,1092.7249666666667,1092.7583333333334];1686655;13.11.2023 15:12
1937542;324275;Arborescent;Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[581.25,594.38],[576.5,594.5],[572,597],[566.5,597.5],[558,601],[553,603],[546,604],[536,608],[528,616],[523,618],[517,619],[507.5,625.5],[503,629],[497.5,631.5],[492,635],[488,640],[483.5,643.5],[473,650],[464,658],[459,662],[453.5,664.5],[450,669],[444,673],[439.5,677.5],[434.5,681.5],[425.5,687.5],[422,694],[415.5,697.5],[411,701],[405.5,705.5],[400.5,710.5],[396,715],[392,719],[387,723],[382,727],[378,731],[373,736],[369,740],[365,745],[361,750],[354,758],[347,766],[339,773],[334,781],[328,788],[324,793],[326,800],[330,804],[334,808],[339.5,808.5],[344,806],[347.5,801.5],[348.5,796.5],[350,790],[350,783],[351,778],[352,772],[352,765],[352,755],[354,749],[355,744],[354,737],[354,731],[355,725],[353,713],[353,707],[352,700],[352,693],[350,686],[348.5,680.5],[346.5,670.5],[344.5,663.5],[342.5,655.5],[340.5,648.5],[339,641],[336,633],[333,625],[330,618],[327,610],[324,604],[320,598],[317,592],[313,586],[311,581],[307,577],[303,572],[298,568],[294,562],[285,555],[280,551],[274,547],[269.5,543.5],[266.5,538.5],[259.5,531.5],[255.5,527.5],[250.5,525.5],[246.5,520.5],[239,514],[231,509],[227,505],[223,501],[216,496],[208.5,490.5],[204.5,486.5],[199,481],[192,477],[186,472],[181,468],[176,463],[170,458],[164,454],[160,449],[154,446],[151,441],[148,434],[147,429],[152.5,424.5],[158.5,425.5],[163.5,430.5],[166,435],[168.5,440.5],[166.5,445.5],[167.5,451.5],[168.5,456.5],[169.5,461.5],[171.5,467.5],[172,473],[174,478],[175,484],[181,488],[186.5,486.5],[191.5,484.5],[196.5,482.5],[195.5,476.5],[194.5,474.5]];[1220.624458,1220.6861333333334,1220.7195,1220.7528666666667,1220.8196,1220.8529666666666,1220.8863333333334,1220.9530666666667,1221.0198,1221.0531666666666,1221.0865333333334,1221.1532666666667,1221.1866333333332,1221.22,1221.2533666666666,1221.2867333333334,1221.3201,1221.3868333333332,1221.4535666666668,1221.4869333333334,1221.5203000000001,1221.5536666666667,1221.5870333333335,1221.6204,1221.6537666666668,1221.7205000000001,1221.7538666666667,1221.7872333333335,1221.8206,1221.8539666666668,1221.8873333333333,1221.9207000000001,1221.9540666666667,1221.9874333333335,1222.0208,1222.0541666666668,1222.0875333333333,1222.1209000000001,1222.1542666666667,1222.1876333333335,1222.2543666666668,1222.3211000000001,1222.3878333333334,1222.4545666666668,1222.5213,1222.5546666666667,1222.6214,1222.7215,1222.7882333333334,1222.8549666666668,1222.9550666666667,1223.0885333333333,1223.1552666666666,1223.222,1223.2887333333333,1223.3221,1223.3888333333334,1223.4222,1223.4889333333333,1223.5223,1223.5556666666666,1223.5890333333334,1223.6224,1223.6557666666668,1223.7225,1223.7558666666666,1223.7892333333334,1223.8226,1223.8559666666667,1223.8893333333333,1223.9227,1223.9560666666666,1223.9894333333334,1224.0228,1224.0561666666667,1224.0895333333333,1224.1229,1224.1562666666666,1224.1896333333334,1224.223,1224.2563666666667,1224.2897333333333,1224.3231,1224.3564666666666,1224.3898333333334,1224.4232,1224.4565666666667,1224.4899333333333,1224.5566666666666,1224.5900333333334,1224.6234,1224.6567666666667,1224.6901333333333,1224.7568666666666,1224.7902333333334,1224.8236,1224.8569666666667,1224.9237,1224.9904333333334,1225.0238,1225.0571666666667,1225.1239,1225.1906333333334,1225.224,1225.2907333333333,1225.3574666666666,1225.4242,1225.4909333333333,1225.5576666666666,1225.6577666666667,1225.7578666666666,1225.8579666666667,1225.9580666666666,1226.0915333333332,1226.225,1226.4585666666667,1226.7255,1226.9257,1227.0591666666667,1227.1926333333333,1227.6931333333334,1227.7598666666668,1227.8266,1227.8599666666667,1227.9267,1227.9934333333333,1228.0935333333334,1228.1936333333333,1228.2937333333334,1228.4605666666666,1228.7608666666667,1229.3614666666667,1229.7618666666667,1229.9620666666667,1230.0621666666666];1686656;13.11.2023 15:19
1937543;324275;Arborescent;Biota > Cnidaria > Corals > Black & Octocorals > Branching (3D) > Fleshy > Arborescent;2450;Birte;Schuppe;18847;Vassgåsholmen_A_1.mp4;1;Point;[[766.25,541.88],[763.5,541.5],[758.5,543.5],[753,545],[747,547],[741,550],[736,552],[729.5,557.5],[726.5,562.5],[738,569],[734.5,576.5],[713,571],[729,580],[726,585],[701.5,583.5],[697.5,590.5],[691.5,595.5],[688.5,603.5],[683.5,609.5],[678.5,615.5],[673,623],[668,627],[664,633],[661,640],[658.5,644.5],[655.5,652.5],[653,659],[651,664],[657,668],[663,668],[670,670],[679,671],[686,669],[691,668],[698,666],[703,660],[707.5,655.5],[712.5,647.5],[715.5,642.5],[718.5,636.5],[720.5,627.5],[724,619],[725,610],[728,602],[729,597],[729,591],[729,582],[728,576],[729,566],[728,561],[727,551],[726,546],[725,541],[722,531],[721,526],[716,517],[713,509],[709,503],[705,495],[700,490],[693,483],[685,478],[682,473],[676.5,467.5],[670.5,464.5],[664.5,460.5],[656.5,457.5],[651.5,454.5],[647.5,450.5],[639.5,446.5],[633.5,445.5],[625.5,442.5],[619.5,439.5],[614.5,437.5],[608.5,435.5],[601.5,435.5],[596.5,433.5],[590.5,433.5],[584.5,434.5],[579.5,432.5],[575.5,436.5],[576.5,441.5],[578.5,446.5],[573.5,450.5],[569.5,454.5],[564.5,459.5],[569.5,458.5],[601.5,463.5],[604.5,470.5],[601.5,475.5],[599.5,480.5],[598.5,487.5],[596.5,493.5],[591.5,497.5],[586.5,499.5],[579.5,500.5],[575.5,505.5],[570.5,507.5],[565.5,508.5],[559.5,506.5],[553.5,507.5],[547.5,504.5],[543.5,500.5],[538.5,499.5],[532.5,499.5],[518.5,507.5],[510.5,506.5],[503.5,505.5],[493.5,505.5],[484.5,503.5],[478.5,501.5],[510.5,501.5],[504.5,498.5],[498.5,497.5],[494.5,493.5],[484.5,498.5],[475.5,495.5],[465.5,493.5],[456.5,492.5],[447.5,489.5],[437.5,486.5],[430.5,484.5],[421.5,481.5],[415.5,478.5],[409.5,474.5],[401.5,473.5],[394.5,469.5],[387.5,468.5],[380.5,464.5],[373.5,462.5],[368.5,458.5],[361.5,454.5],[356.5,451.5],[348.5,448.5],[342.5,444.5],[335.5,441.5],[329.5,437.5],[324.5,434.5],[319.5,431.5],[314.5,428.5],[309.5,424.5],[304.5,421.5],[299.5,418.5],[294.5,415.5],[290.5,411.5],[282.5,406.5],[274.5,399.5],[267.5,393.5],[260.5,387.5],[253.5,382.5],[248,377],[242,371],[236,365],[231.5,359.5],[227.5,354.5],[224,349],[218.5,343.5],[213.5,337.5],[208.5,332.5],[204,327],[200,321],[195.5,316.5],[193,312],[197.5,309.5],[203,310],[208.5,310.5],[216,312],[221.5,312.5],[227.5,313.5],[232.5,315.5],[240.5,316.5],[245.5,317.5],[251.5,319.5],[257.5,320.5],[262.5,321.5],[268.5,322.5],[274.5,323.5],[283.5,323.5],[291.5,324.5],[296.5,323.5],[302.5,323.5],[308,322],[313,320],[319,318],[325,315],[329,311],[334,308],[338,303],[340,298],[336,303],[331,306],[349,330],[344,333],[340,337],[332.5,338.5],[326,341],[318.5,342.5],[312.5,338.5],[304.5,341.5],[298.5,350.5],[323.5,371.5],[308.5,377.5],[302,375],[292,377],[316.5,401.5],[305.5,422.5],[305.5,404.5],[293.5,411.5],[286,411],[278,418],[268,426],[260,430],[253,439],[230,470],[202,496],[194,498],[188,498],[179,499],[173,498],[167,497],[157,495],[156,491]];[1220.624458,1220.6861333333334,1220.7528666666667,1220.8196,1220.8863333333334,1220.9530666666667,1221.0198,1221.0865333333334,1221.1532666666667,1221.22,1221.2867333333334,1221.3201,1221.3868333333332,1221.4202,1221.4869333333334,1221.5536666666667,1221.6204,1221.6871333333333,1221.7538666666667,1221.8539666666668,1221.9540666666667,1222.0208,1222.1209000000001,1222.1876333333335,1222.2543666666668,1222.3544666666667,1222.4545666666668,1222.5546666666667,1222.6214,1222.6881333333333,1222.7548666666667,1222.8216,1222.8883333333333,1222.9550666666667,1223.0218,1223.0885333333333,1223.1886333333334,1223.2887333333333,1223.3554666666666,1223.4222,1223.4889333333333,1223.5556666666666,1223.6224,1223.6891333333333,1223.7225,1223.7558666666666,1223.8226,1223.8559666666667,1223.9227,1223.9560666666666,1224.0228,1224.0561666666667,1224.0895333333333,1224.1562666666666,1224.1896333333334,1224.2563666666667,1224.3231,1224.3898333333334,1224.4565666666667,1224.5233,1224.5900333333334,1224.6567666666667,1224.7235,1224.7902333333334,1224.8569666666667,1224.9237,1224.9904333333334,1225.0571666666667,1225.1239,1225.1906333333334,1225.2573666666667,1225.3574666666666,1225.4575666666667,1225.5243,1225.6244,1225.7245,1225.8246,1225.9580666666666,1226.0581666666667,1226.225,1226.2583666666667,1226.9257,1227.1259,1227.3261,1227.4262,1227.5930333333333,1227.7265,1227.7932333333333,1227.8933333333334,1227.9600666666668,1228.0601666666666,1228.1602666666668,1228.3271,1228.5606666666667,1228.7275,1228.9277,1229.1946333333333,1229.3948333333333,1229.9287,1230.0621666666666,1230.1622666666667,1230.229,1230.2957333333334,1230.3624666666667,1230.3958333333333,1230.4292,1230.4625666666666,1230.4959333333334,1230.5293,1230.5626666666667,1230.5960333333333,1230.6294,1230.6627666666666,1230.6961333333334,1230.7295,1230.7628666666667,1230.7962333333332,1230.8296,1230.8629666666666,1230.8963333333334,1230.9297,1230.9630666666667,1230.9964333333332,1231.0298,1231.0631666666668,1231.0965333333334,1231.1299000000001,1231.1632666666667,1231.1966333333335,1231.23,1231.2633666666668,1231.2967333333333,1231.3301000000001,1231.3634666666667,1231.3968333333335,1231.4302,1231.4635666666668,1231.4969333333333,1231.5303000000001,1231.5636666666667,1231.5970333333335,1231.6304,1231.6637666666668,1231.6971333333333,1231.7305000000001,1231.7972333333335,1231.8639666666668,1231.9307000000001,1231.9974333333334,1232.0641666666668,1232.1309,1232.1976333333334,1232.2643666666668,1232.3311,1232.3978333333334,1232.4645666666668,1232.5646666666667,1232.6647666666668,1232.7648666666666,1232.8649666666668,1232.9984333333334,1233.1652666666666,1233.3988333333334,1233.6991333333333,1233.8659666666667,1233.9660666666666,1234.1329,1234.233,1234.2997333333333,1234.3664666666666,1234.4665666666667,1234.5333,1234.6000333333334,1234.6667666666667,1234.7335,1234.8002333333334,1234.8669666666667,1234.9670666666666,1235.0671666666667,1235.1339,1235.2006333333334,1235.2673666666667,1235.3341,1235.4342,1235.5343,1235.6344,1235.7345,1235.8679666666667,1236.1015333333335,1236.7355,1236.9357,1237.0358,1237.236,1237.3027333333334,1237.4695666666667,1237.6364,1237.8366,1237.9700666666668,1238.0368,1238.0701666666666,1238.1035333333334,1238.2036333333333,1238.2703666666666,1238.3037333333334,1238.4372,1238.4705666666666,1238.5039333333334,1238.5706666666667,1238.6040333333333,1238.6374,1238.6707666666666,1238.7041333333334,1238.7708666666667,1238.8376,1238.8709666666666,1238.9043333333334,1238.9710666666667,1239.0378,1239.1045333333334,1239.1379,1239.238,1239.2713666666666];1686657;13.11.2023 15:20
