"","datetime","depth","heading","lon","lat","videotime"
"1",2021-01-09 12:22:11,602,41,15.29483567,67.99520667,00:00:00
"2",2021-01-09 12:22:13,602.2,46,15.29485483,67.99521117,00:00:02
"3",2021-01-09 12:22:15,602.3,43,15.29485483,67.99521117,00:00:02
"4",2021-01-09 12:22:17,602.6,35,15.294893,67.99522617,00:00:08
"5",2021-01-09 12:22:19,602.8,33,15.29489717,67.99522683,00:00:09
"6",2021-01-09 12:22:21,602.9,38,15.29489633,67.99523083,00:00:11
"7",2021-01-09 12:22:23,602.9,29,15.29489717,67.995233,00:00:13
"8",2021-01-09 12:22:25,603,56,15.29489333,67.99524017,00:00:15
"9",2021-01-09 12:22:27,603.2,76,15.294902,67.995243,00:00:17
"10",2021-01-09 12:22:29,603.3,72,15.294911,67.99524383,00:00:19
"11",2021-01-09 12:22:31,603.8,62,15.2949245,67.99524317,00:00:21
"12",2021-01-09 12:22:33,604,54,15.29493533,67.99524317,00:00:22
"13",2021-01-09 12:22:35,604.3,56,15.29494817,67.9952435,00:00:24
"14",2021-01-09 12:22:37,604.8,59,15.29497217,67.99524367,00:00:26
"15",2021-01-09 12:22:39,605.5,63,15.29498133,67.9952415,00:00:28
"16",2021-01-09 12:22:41,606.1,60,15.29500817,67.99524033,00:00:32
"17",2021-01-09 12:22:43,606.7,51,15.29502167,67.99523983,00:00:34
"18",2021-01-09 12:22:45,606.9,49,15.29503967,67.995242,00:00:35
"19",2021-01-09 12:22:47,607.1,41,15.295061,67.99524517,00:00:37
"20",2021-01-09 12:22:49,607.4,28,15.29507617,67.99524483,00:00:39
"21",2021-01-09 12:22:51,607.3,31,15.29507617,67.99524483,00:00:39
"22",2021-01-09 12:22:53,607.5,30,15.29509233,67.99524967,00:00:43
"23",2021-01-09 12:22:55,607.4,38,15.29510417,67.9952605,00:00:45
"24",2021-01-09 12:22:57,607.7,47,15.29512067,67.9952685,00:00:47
"25",2021-01-09 12:22:59,608,49,15.29512517,67.99527183,00:00:48
"26",2021-01-09 12:23:01,608.2,41,15.295135,67.995274,00:00:50
"27",2021-01-09 12:23:03,608.4,32,15.2951495,67.9952785,00:00:52
"28",2021-01-09 12:23:05,608.4,32,15.29516167,67.995284,00:00:54
"29",2021-01-09 12:23:07,608.4,37,15.295173,67.99529717,00:00:58
"30",2021-01-09 12:23:09,608.7,38,15.29517683,67.99530217,NA
"31",2021-01-09 12:23:11,608.7,41,15.29515983,67.99529967,00:01:01
"32",2021-01-09 12:23:13,608.9,39,15.29517183,67.99530167,00:01:03
"33",2021-01-09 12:23:15,608.9,41,15.29518717,67.99529417,00:01:05
"34",2021-01-09 12:23:17,608.8,43,15.29520767,67.995303,00:01:07
"35",2021-01-09 12:23:19,608.6,43,15.29522833,67.99530267,00:01:09
"36",2021-01-09 12:23:21,608.5,44,15.29522,67.99530433,00:01:11
"37",2021-01-09 12:23:23,608.5,34,15.29523017,67.99530517,00:01:13
"38",2021-01-09 12:23:25,608.8,31,15.29520867,67.99529883,00:01:14
"39",2021-01-09 12:23:27,608.9,36,15.29520867,67.99529783,00:01:16
"40",2021-01-09 12:23:29,609.1,37,15.29521467,67.9953075,00:01:18
"41",2021-01-09 12:23:31,609.3,39,15.29524833,67.995305,00:01:20
"42",2021-01-09 12:23:33,609.4,40,15.29529733,67.99531733,00:01:24
"43",2021-01-09 12:23:35,609.6,40,15.295319,67.9953275,00:01:26
"44",2021-01-09 12:23:37,609.7,47,15.29535017,67.9953395,00:01:27
"45",2021-01-09 12:23:39,609.7,47,15.2953665,67.99534233,00:01:29
"46",2021-01-09 12:23:41,610,36,15.29539083,67.99533883,00:01:31
"47",2021-01-09 12:23:43,610,25,15.2954135,67.99534067,00:01:33
"48",2021-01-09 12:23:45,610,23,15.295433,67.995348,00:01:35
"49",2021-01-09 12:23:47,610.1,21,15.295446,67.995351,00:01:37
"50",2021-01-09 12:23:49,610.2,32,15.295461,67.99535667,00:01:39
"51",2021-01-09 12:23:51,610.4,31,15.29547133,67.99536167,00:01:40
"52",2021-01-09 12:23:53,610.5,31,15.29546283,67.9953705,00:01:42
"53",2021-01-09 12:23:55,610.5,29,15.29544967,67.99537683,00:01:44
"54",2021-01-09 12:23:57,610.5,32,15.29543117,67.995389,00:01:48
"55",2021-01-09 12:23:59,610.4,37,15.29541733,67.99539733,00:01:50
"56",2021-01-09 12:24:01,610.2,39,15.29539967,67.995408,00:01:52
"57",2021-01-09 12:24:03,610.2,37,15.29533417,67.99541533,00:01:53
"58",2021-01-09 12:24:05,610.2,34,15.2953675,67.9954335,00:01:55
"59",2021-01-09 12:24:07,610.3,37,15.29539367,67.99543733,00:01:57
"60",2021-01-09 12:24:09,610.6,46,15.29539217,67.99543583,00:01:59
"61",2021-01-09 12:24:11,610.9,43,15.29538183,67.995438,00:02:01
"62",2021-01-09 12:24:13,611,38,15.2953755,67.9954355,00:02:03
"63",2021-01-09 12:24:15,611.1,32,15.29539217,67.995434,00:02:05
"64",2021-01-09 12:24:17,611.2,33,15.29539483,67.99543067,00:02:06
"65",2021-01-09 12:24:19,611.2,44,15.295395,67.995426,00:02:08
"66",2021-01-09 12:24:21,611.4,54,15.29540267,67.99542183,00:02:10
"67",2021-01-09 12:24:23,611.5,61,15.295405,67.99542633,00:02:14
"68",2021-01-09 12:24:25,611.6,64,15.29541583,67.99542967,00:02:16
"69",2021-01-09 12:24:27,611.6,55,15.29543183,67.99543067,00:02:18
"70",2021-01-09 12:24:29,611.8,46,15.2954365,67.99543933,00:02:19
"71",2021-01-09 12:24:31,611.8,37,15.2954445,67.99545017,00:02:21
"72",2021-01-09 12:24:33,611.9,39,15.295446,67.99546483,00:02:23
"73",2021-01-09 12:24:35,612,44,15.295446,67.99546483,00:02:23
"74",2021-01-09 12:24:37,612.2,49,15.29543767,67.99545367,00:02:27
"75",2021-01-09 12:24:39,612.2,47,15.295453,67.99545683,00:02:29
"76",2021-01-09 12:24:41,612.2,46,15.2954625,67.9954625,00:02:30
"77",2021-01-09 12:24:43,612.1,43,15.29547333,67.99546817,00:02:32
"78",2021-01-09 12:24:45,612.2,41,15.29551067,67.99547033,00:02:34
"79",2021-01-09 12:24:47,612.2,42,15.29551267,67.99547433,00:02:36
"80",2021-01-09 12:24:49,612.4,41,15.295559,67.9954955,00:02:40
"81",2021-01-09 12:24:51,612.5,41,15.2956005,67.99551567,00:02:42
"82",2021-01-09 12:24:53,612.5,41,15.29559033,67.99550567,00:02:43
"83",2021-01-09 12:24:55,612.7,41,15.29561667,67.99549767,00:02:45
"84",2021-01-09 12:24:57,612.7,43,15.29557583,67.99549483,00:02:47
"85",2021-01-09 12:24:59,612.8,46,15.29559033,67.9954875,00:02:49
"86",2021-01-09 12:25:01,612.8,41,15.29559617,67.995487,00:02:51
"87",2021-01-09 12:25:03,612.8,42,15.29565217,67.9955245,00:02:53
"88",2021-01-09 12:25:05,612.8,42,15.2956715,67.995534,00:02:55
"89",2021-01-09 12:25:07,612.8,43,15.29567967,67.99553767,00:02:56
"90",2021-01-09 12:25:09,613.1,41,15.29564083,67.99554583,00:02:58
"91",2021-01-09 12:25:11,613.1,39,15.295593,67.99553617,00:03:00
"92",2021-01-09 12:25:13,613.1,44,15.29558533,67.99552083,00:03:02
"93",2021-01-09 12:25:15,613.1,46,15.29555633,67.99550833,00:03:06
"94",2021-01-09 12:25:17,613.2,43,15.29556,67.99549883,00:03:08
"95",2021-01-09 12:25:19,613.2,48,15.29556317,67.99550183,00:03:09
"96",2021-01-09 12:25:21,613.4,49,15.29554,67.995497,00:03:11
"97",2021-01-09 12:25:23,613.4,49,15.29549233,67.99549217,00:03:13
"98",2021-01-09 12:25:25,613.4,50,15.2955115,67.99549333,00:03:15
"99",2021-01-09 12:25:27,613.4,49,15.29554467,67.995503,00:03:17
"100",2021-01-09 12:25:29,613.5,47,15.29554917,67.99551383,00:03:19
"101",2021-01-09 12:25:31,613.4,48,15.29555383,67.995531,00:03:21
"102",2021-01-09 12:25:33,613.5,50,15.2955745,67.99554433,00:03:22
"103",2021-01-09 12:25:35,613.6,53,15.29557067,67.99555017,00:03:24
"104",2021-01-09 12:25:37,613.8,50,15.29552067,67.99556133,00:03:26
"105",2021-01-09 12:25:39,613.6,50,15.2955405,67.99555517,00:03:30
"106",2021-01-09 12:25:41,613.6,54,15.2955885,67.9955515,00:03:32
