datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated,xsmoothed,ysmoothed
2021-01-08T08:51:12Z,00:02:51,15.311325,67.99099017,622.3,167,15.311325,67.99099017,622.3,167,15.31137094110952,67.99097627554247
2021-01-08T08:51:13Z,NA,NA,NA,NA,NA,15.311332835,67.990991085,622.4,168,15.311375486247577,67.99097652701097
2021-01-08T08:51:14Z,00:02:53,15.31134067,67.990992,622.5,169,15.31134067,67.990992,622.5,169,15.311380137128348,67.99097675449691
2021-01-08T08:51:15Z,NA,NA,NA,NA,NA,15.311349419999999,67.990994,622.5,170,15.311384888211856,67.99097696023884
2021-01-08T08:51:16Z,00:02:54,15.31135817,67.990996,622.5,171,15.31135817,67.990996,622.5,171,15.311389733958102,67.9909771464753
2021-01-08T08:51:17Z,NA,NA,NA,NA,NA,15.311364836666666,67.99099672333332,622.5333333333333,172,15.311394668827102,67.99097731544487
2021-01-08T08:51:18Z,NA,NA,NA,NA,NA,15.311371503333334,67.99099744666667,622.5666666666667,173,15.311399687278858,67.99097746938614
2021-01-08T08:51:19Z,00:02:56,15.31137817,67.99099817,622.6,174,15.31137817,67.99099817,622.6,174,15.311404783773385,67.99097761053768
2021-01-08T08:51:20Z,00:02:58,15.3113975,67.99099783,622.7,175,15.3113975,67.99099783,622.7,175,15.31140995277069,67.99097774113805
2021-01-08T08:51:21Z,NA,NA,NA,NA,NA,15.311405415,67.99099408000001,622.6,176,15.311415188730782,67.99097786342585
2021-01-08T08:51:22Z,NA,15.31141333,67.99099033,622.5,177,15.31141333,67.99099033,622.5,177,15.311420486113674,67.99097797963964
2021-01-08T08:51:23Z,NA,NA,NA,NA,NA,15.311422415,67.99098583,622.45,178,15.31142583937937,67.99097809201797
2021-01-08T08:51:24Z,00:03:02,15.3114315,67.99098133,622.4,179,15.3114315,67.99098133,622.4,179,15.31143124255641,67.990978203046
2021-01-08T08:51:25Z,NA,NA,NA,NA,NA,15.311437665,67.990977665,622.4,180,15.311436687947406,67.99097831619505
2021-01-08T08:51:26Z,00:03:04,15.31144383,67.990974,622.4,181,15.31144383,67.990974,622.4,181,15.311442167423504,67.99097843518305
2021-01-08T08:51:27Z,NA,NA,NA,NA,NA,15.31144733,67.9909705,622.45,182,15.311447672855856,67.9909785637279
2021-01-08T08:51:28Z,00:03:06,15.31145083,67.990967,622.5,183,15.31145083,67.990967,622.5,183,15.311453196115595,67.99097870554746
2021-01-08T08:51:29Z,NA,NA,NA,NA,NA,15.311453496666667,67.99096539,622.5666666666667,184,15.311458729073868,67.99097886435968
2021-01-08T08:51:30Z,NA,NA,NA,NA,NA,15.311456163333332,67.99096378,622.6333333333333,185,15.311464263601819,67.99097904388245
2021-01-08T08:51:31Z,00:03:07,15.31145883,67.99096217,622.7,186,15.31145883,67.99096217,622.7,186,15.311469791570586,67.99097924783366
2021-01-08T08:51:32Z,NA,NA,NA,NA,NA,15.311467415,67.990961,622.6500000000001,187,15.311475304851324,67.99097947993124
2021-01-08T08:51:33Z,00:03:09,15.311476,67.99095983,622.6,188,15.311476,67.99095983,622.6,188,15.311480795315164,67.99097974389306
2021-01-08T08:51:34Z,00:03:11,15.31149,67.99095817,622.5,189,15.31149,67.99095817,622.5,189,15.311486254833262,67.99098004343706
2021-01-08T08:51:35Z,NA,NA,NA,NA,NA,15.311502914999998,67.990959085,622.4,190,15.311491675276748,67.9909803822811
2021-01-08T08:51:36Z,00:03:15,15.31151583,67.99096,622.3,191,15.31151583,67.99096,622.3,191,15.311497049003043,67.99098076325058
2021-01-08T08:51:37Z,NA,NA,NA,NA,NA,15.311523415,67.990962415,622.2,192,15.311502370314617,67.99098118560069
2021-01-08T08:51:38Z,00:03:17,15.311531,67.99096483,622.1,193,15.311531,67.99096483,622.1,193,15.311507634000222,67.99098164769423
2021-01-08T08:51:39Z,NA,NA,NA,NA,NA,15.31153525,67.99096682999999,622.1,194,15.311512834848601,67.99098214789375
2021-01-08T08:51:40Z,00:03:19,15.3115395,67.99096883,622.1,195,15.3115395,67.99096883,622.1,195,15.311517967648504,67.99098268456207
2021-01-08T08:51:41Z,NA,NA,NA,NA,NA,15.31156425,67.99096775000001,622.1500000000001,196,15.31152302718867,67.99098325606181
2021-01-08T08:51:42Z,00:03:20,15.311589,67.99096667,622.2,197,15.311589,67.99096667,622.2,197,15.311528008257849,67.99098386075572
