datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated
2021-01-06T11:50:03Z,NA,NA,NA,NA,NA,15.284603665,68.01144417,625.1500000000001,57
2021-01-06T11:50:04Z,00:00:59,15.28460233,68.01144217,625.1,58,15.28460233,68.01144217,625.1,58
2021-01-06T11:50:05Z,NA,NA,NA,NA,NA,15.284593000000001,68.01144242,625.1,59
2021-01-06T11:50:06Z,00:01:01,15.28458367,68.01144267,625.1,60,15.28458367,68.01144267,625.1,60
2021-01-06T11:50:07Z,00:01:03,15.28456533,68.0114465,625.1,61,15.28456533,68.0114465,625.1,61
2021-01-06T11:50:08Z,NA,NA,NA,NA,NA,15.284558886666666,68.011447,625.1333333333333,62
2021-01-06T11:50:09Z,NA,NA,NA,NA,NA,15.284552443333334,68.0114475,625.1666666666667,63
2021-01-06T11:50:10Z,00:01:05,15.284546,68.011448,625.2,64,15.284546,68.011448,625.2,64
2021-01-06T11:50:11Z,NA,NA,NA,NA,NA,15.284537335,68.011448915,625.25,65
2021-01-06T11:50:12Z,00:01:07,15.28452867,68.01144983,625.3,66,15.28452867,68.01144983,625.3,66
2021-01-06T11:50:13Z,NA,NA,NA,NA,NA,15.284515335,68.01144875,625.3499999999999,67
2021-01-06T11:50:14Z,00:01:09,15.284502,68.01144767,625.4,68,15.284502,68.01144767,625.4,68
2021-01-06T11:50:15Z,NA,NA,NA,NA,NA,15.284495249999999,68.0114465,625.4,69
2021-01-06T11:50:16Z,00:01:10,15.2844885,68.01144533,625.4,70,15.2844885,68.01144533,625.4,70
2021-01-06T11:50:17Z,NA,NA,NA,NA,NA,15.284480165,68.01144658,625.4,71
2021-01-06T11:50:18Z,00:01:12,15.28447183,68.01144783,625.4,72,15.28447183,68.01144783,625.4,72
2021-01-06T11:50:19Z,NA,NA,NA,NA,NA,15.28446108,68.01144916499999,625.4,73
2021-01-06T11:50:20Z,00:01:14,15.28445033,68.0114505,625.4,74,15.28445033,68.0114505,625.4,74
2021-01-06T11:50:21Z,NA,NA,NA,NA,NA,15.284439330000001,68.01145349999999,625.3,75
2021-01-06T11:50:22Z,00:01:18,15.28442833,68.0114565,625.2,76,15.28442833,68.0114565,625.2,76
2021-01-06T11:50:23Z,NA,NA,NA,NA,NA,15.284431665,68.01145608499999,625.25,77
2021-01-06T11:50:24Z,00:01:20,15.284435,68.01145567,625.3,78,15.284435,68.01145567,625.3,78
2021-01-06T11:50:25Z,NA,NA,NA,NA,NA,15.284434165,68.011458585,625.3499999999999,79
2021-01-06T11:50:26Z,00:01:22,15.28443333,68.0114615,625.4,80,15.28443333,68.0114615,625.4,80
2021-01-06T11:50:27Z,NA,NA,NA,NA,NA,15.28442858,68.01146424999999,625.4,81
2021-01-06T11:50:28Z,00:01:23,15.28442383,68.011467,625.4,82,15.28442383,68.011467,625.4,82
2021-01-06T11:50:29Z,NA,NA,NA,NA,NA,15.284418500000001,68.01147066499999,625.4,83
2021-01-06T11:50:30Z,00:01:25,15.28441317,68.01147433,625.4,84,15.28441317,68.01147433,625.4,84
2021-01-06T11:50:31Z,NA,NA,NA,NA,NA,15.284405750000001,68.011477,625.4,85
2021-01-06T11:50:32Z,00:01:27,15.28439833,68.01147967,625.4,86,15.28439833,68.01147967,625.4,86
2021-01-06T11:50:33Z,NA,NA,NA,NA,NA,15.28439083,68.01148192,625.3499999999999,87
2021-01-06T11:50:34Z,00:01:29,15.28438333,68.01148417,625.3,88,15.28438333,68.01148417,625.3,88
2021-01-06T11:50:35Z,00:01:31,15.28437117,68.011489,625.1,89,15.28437117,68.011489,625.1,89
2021-01-06T11:50:36Z,NA,NA,NA,NA,NA,15.28437117,68.011489,625.1,90
2021-01-06T11:50:37Z,NA,NA,NA,NA,NA,15.28437117,68.011489,625.1,91
2021-01-06T11:50:38Z,00:01:31,15.28437117,68.011489,625.1,92,15.28437117,68.011489,625.1,92
2021-01-06T11:50:39Z,NA,NA,NA,NA,NA,15.284359335000001,68.011494165,625,93
2021-01-06T11:50:40Z,00:01:35,15.2843475,68.01149933,624.9,94,15.2843475,68.01149933,624.9,94
2021-01-06T11:50:41Z,NA,NA,NA,NA,NA,15.284342085,68.011501415,624.9,95
2021-01-06T11:50:42Z,00:01:36,15.28433667,68.0115035,624.9,96,15.28433667,68.0115035,624.9,96
2021-01-06T11:50:43Z,NA,NA,NA,NA,NA,15.284339335,68.01150525,624.8499999999999,97
2021-01-06T11:50:44Z,00:01:38,15.284342,68.011507,624.8,98,15.284342,68.011507,624.8,98
2021-01-06T11:50:45Z,NA,NA,NA,NA,NA,15.284337915,68.011507415,624.8,99
2021-01-06T11:50:46Z,00:01:40,15.28433383,68.01150783,624.8,100,15.28433383,68.01150783,624.8,100
2021-01-06T11:50:47Z,NA,NA,NA,NA,NA,15.28434233,68.011511165,624.8499999999999,101
2021-01-06T11:50:48Z,00:01:44,15.28435083,68.0115145,624.9,102,15.28435083,68.0115145,624.9,102
2021-01-06T11:50:49Z,00:01:46,15.28434683,68.01151783,624.8,103,15.28434683,68.01151783,624.8,103
2021-01-06T11:50:50Z,NA,NA,NA,NA,NA,15.28434811,68.01151877666666,624.7666666666667,104
2021-01-06T11:50:51Z,NA,NA,NA,NA,NA,15.284349390000001,68.01151972333334,624.7333333333333,105
2021-01-06T11:50:52Z,00:01:48,15.28435067,68.01152067,624.7,106,15.28435067,68.01152067,624.7,106
2021-01-06T11:50:53Z,NA,NA,NA,NA,NA,15.2843455,68.01152242,624.75,107
2021-01-06T11:50:54Z,00:01:49,15.28434033,68.01152417,624.8,108,15.28434033,68.01152417,624.8,108
2021-01-06T11:50:55Z,NA,NA,NA,NA,NA,15.28434383,68.01152275,624.8,109
2021-01-06T11:50:56Z,00:01:51,15.28434733,68.01152133,624.8,110,15.28434733,68.01152133,624.8,110
2021-01-06T11:50:57Z,NA,NA,NA,NA,NA,15.28434033,68.011521915,624.8499999999999,111
2021-01-06T11:50:58Z,00:01:53,15.28433333,68.0115225,624.9,112,15.28433333,68.0115225,624.9,112
2021-01-06T11:50:59Z,NA,NA,NA,NA,NA,15.28433033,68.011520335,624.9,113
2021-01-06T11:51:00Z,00:01:55,15.28432733,68.01151817,624.9,114,15.28432733,68.01151817,624.9,114
2021-01-06T11:51:01Z,NA,NA,NA,NA,NA,15.284324999999999,68.011518085,624.95,115
2021-01-06T11:51:02Z,00:01:57,15.28432267,68.011518,625,116,15.28432267,68.011518,625,116
2021-01-06T11:51:03Z,NA,NA,NA,NA,NA,15.284322249999999,68.011517165,625,117
2021-01-06T11:51:04Z,00:01:59,15.28432183,68.01151633,625,118,15.28432183,68.01151633,625,118
2021-01-06T11:51:05Z,NA,NA,NA,NA,NA,15.284317415,68.011516165,625.05,119
2021-01-06T11:51:06Z,00:02:00,15.284313,68.011516,625.1,120,15.284313,68.011516,625.1,120
2021-01-06T11:51:07Z,NA,NA,NA,NA,NA,15.284308334999999,68.011521415,625.1,121
2021-01-06T11:51:08Z,00:02:02,15.28430367,68.01152683,625.1,122,15.28430367,68.01152683,625.1,122
2021-01-06T11:51:09Z,NA,NA,NA,NA,NA,15.284299085,68.01152708000001,625.1,123
2021-01-06T11:51:10Z,00:02:04,15.2842945,68.01152733,625.1,124,15.2842945,68.01152733,625.1,124
2021-01-06T11:51:11Z,NA,NA,NA,NA,NA,15.28429475,68.01152941500001,625.1,125
2021-01-06T11:51:12Z,00:02:06,15.284295,68.0115315,625.1,126,15.284295,68.0115315,625.1,126
2021-01-06T11:51:13Z,NA,NA,NA,NA,NA,15.284295584999999,68.01152825,625.1,127
2021-01-06T11:51:14Z,00:02:10,15.28429617,68.011525,625.1,128,15.28429617,68.011525,625.1,128
2021-01-06T11:51:15Z,NA,NA,NA,NA,NA,15.284288,68.011522335,625.1,129
2021-01-06T11:51:16Z,00:02:12,15.28427983,68.01151967,625.1,130,15.28427983,68.01151967,625.1,130
2021-01-06T11:51:17Z,NA,NA,NA,NA,NA,15.284273915,68.011522,625.25,131
2021-01-06T11:51:18Z,00:02:13,15.284268,68.01152433,625.4,132,15.284268,68.01152433,625.4,132
2021-01-06T11:51:19Z,NA,NA,NA,NA,NA,15.284255915,68.01152075,625.3,133
2021-01-06T11:51:20Z,00:02:15,15.28424383,68.01151717,625.2,134,15.28424383,68.01151717,625.2,134
2021-01-06T11:51:21Z,NA,NA,NA,NA,NA,15.284250329999999,68.011514335,625.1500000000001,135
2021-01-06T11:51:22Z,00:02:17,15.28425683,68.0115115,625.1,136,15.28425683,68.0115115,625.1,136
2021-01-06T11:51:23Z,NA,NA,NA,NA,NA,15.28425808,68.011507915,625.05,137
2021-01-06T11:51:24Z,00:02:19,15.28425933,68.01150433,625,138,15.28425933,68.01150433,625,138
2021-01-06T11:51:25Z,NA,NA,NA,NA,NA,15.28426658,68.01150475,624.9,139
2021-01-06T11:51:26Z,00:02:21,15.28427383,68.01150517,624.8,140,15.28427383,68.01150517,624.8,140
2021-01-06T11:51:27Z,NA,NA,NA,NA,NA,15.284266330000001,68.01150475,624.75,141
2021-01-06T11:51:28Z,00:02:23,15.28425883,68.01150433,624.7,142,15.28425883,68.01150433,624.7,142
2021-01-06T11:51:29Z,NA,NA,NA,NA,NA,15.28425475,68.01150408,624.8,143
2021-01-06T11:51:30Z,00:02:25,15.28425067,68.01150383,624.9,144,15.28425067,68.01150383,624.9,144
2021-01-06T11:51:31Z,NA,NA,NA,NA,NA,15.28423575,68.01150725,625.05,145
2021-01-06T11:51:32Z,00:02:26,15.28422083,68.01151067,625.2,146,15.28422083,68.01151067,625.2,146
2021-01-06T11:51:33Z,NA,NA,NA,NA,NA,15.28420458,68.01151092,625.3,147
2021-01-06T11:51:34Z,00:02:28,15.28418833,68.01151117,625.4,148,15.28418833,68.01151117,625.4,148
2021-01-06T11:51:35Z,NA,NA,NA,NA,NA,15.28416483,68.01151867,625.45,149
2021-01-06T11:51:36Z,00:02:30,15.28414133,68.01152617,625.5,150,15.28414133,68.01152617,625.5,150
2021-01-06T11:51:37Z,NA,NA,NA,NA,NA,15.284135665,68.011533085,625.35,151
2021-01-06T11:51:38Z,00:02:34,15.28413,68.01154,625.2,152,15.28413,68.01154,625.2,152
2021-01-06T11:51:39Z,NA,NA,NA,NA,NA,15.284123085000001,68.011544915,625.1500000000001,153
2021-01-06T11:51:40Z,00:02:36,15.28411617,68.01154983,625.1,154,15.28411617,68.01154983,625.1,154
2021-01-06T11:51:41Z,00:02:38,15.28412817,68.011558,624.8,155,15.28412817,68.011558,624.8,155
2021-01-06T11:51:42Z,NA,NA,NA,NA,NA,15.284130056666667,68.011562,624.7666666666667,156
2021-01-06T11:51:43Z,NA,NA,NA,NA,NA,15.284131943333334,68.011566,624.7333333333333,157
2021-01-06T11:51:44Z,00:02:39,15.28413383,68.01157,624.7,158,15.28413383,68.01157,624.7,158
2021-01-06T11:51:45Z,NA,NA,NA,NA,NA,15.2841355,68.01156391500001,624.6500000000001,159
2021-01-06T11:51:46Z,00:02:41,15.28413717,68.01155783,624.6,160,15.28413717,68.01155783,624.6,160
2021-01-06T11:51:47Z,NA,NA,NA,NA,NA,15.28414117,68.01155983000001,624.5,161
2021-01-06T11:51:48Z,00:02:43,15.28414517,68.01156183,624.4,162,15.28414517,68.01156183,624.4,162
2021-01-06T11:51:49Z,NA,NA,NA,NA,NA,15.2841475,68.01156708,624.5999999999999,163
2021-01-06T11:51:50Z,00:02:45,15.28414983,68.01157233,624.8,164,15.28414983,68.01157233,624.8,164
2021-01-06T11:51:51Z,NA,NA,NA,NA,NA,15.284151080000001,68.01157491500001,624.95,165
2021-01-06T11:51:52Z,00:02:47,15.28415233,68.0115775,625.1,166,15.28415233,68.0115775,625.1,166
2021-01-06T11:51:53Z,NA,NA,NA,NA,NA,15.28415233,68.011581915,625.1500000000001,167
2021-01-06T11:51:54Z,00:02:49,15.28415233,68.01158633,625.2,168,15.28415233,68.01158633,625.2,168
2021-01-06T11:51:55Z,NA,NA,NA,NA,NA,15.28414883,68.011588,625.3,169
2021-01-06T11:51:56Z,00:02:51,15.28414533,68.01158967,625.4,170,15.28414533,68.01158967,625.4,170
2021-01-06T11:51:57Z,NA,NA,NA,NA,NA,15.28414675,68.011592585,625.4,171
2021-01-06T11:51:58Z,00:02:52,15.28414817,68.0115955,625.4,172,15.28414817,68.0115955,625.4,172
2021-01-06T11:51:59Z,NA,NA,NA,NA,NA,15.284143669999999,68.011599915,625.4,173
2021-01-06T11:52:00Z,00:02:54,15.28413917,68.01160433,625.4,174,15.28413917,68.01160433,625.4,174
2021-01-06T11:52:01Z,NA,NA,NA,NA,NA,15.28413175,68.011608,625.45,175
2021-01-06T11:52:02Z,00:02:56,15.28412433,68.01161167,625.5,176,15.28412433,68.01161167,625.5,176
2021-01-06T11:52:03Z,NA,NA,NA,NA,NA,15.28413183,68.01161592,625.5,177
2021-01-06T11:52:04Z,NA,15.28413933,68.01162017,625.5,178,15.28413933,68.01162017,625.5,178
2021-01-06T11:52:05Z,NA,NA,NA,NA,NA,15.2841395,68.01162717,625.45,179
2021-01-06T11:52:06Z,00:03:02,15.28413967,68.01163417,625.4,180,15.28413967,68.01163417,625.4,180
2021-01-06T11:52:07Z,NA,NA,NA,NA,NA,15.284151999999999,68.01163833499999,625.3,181
2021-01-06T11:52:08Z,00:03:04,15.28416433,68.0116425,625.2,182,15.28416433,68.0116425,625.2,182
2021-01-06T11:52:09Z,NA,NA,NA,NA,NA,15.28417883,68.0116465,625.25,183
2021-01-06T11:52:10Z,00:03:05,15.28419333,68.0116505,625.3,184,15.28419333,68.0116505,625.3,184
2021-01-06T11:52:11Z,00:03:07,15.28421033,68.0116605,625.4,185,15.28421033,68.0116605,625.4,185
2021-01-06T11:52:12Z,NA,NA,NA,NA,NA,15.284216496666668,68.01166272333333,625.4,186
2021-01-06T11:52:13Z,NA,NA,NA,NA,NA,15.284222663333333,68.01166494666667,625.4,187
2021-01-06T11:52:14Z,00:03:09,15.28422883,68.01166717,625.4,188,15.28422883,68.01166717,625.4,188
2021-01-06T11:52:15Z,NA,NA,NA,NA,NA,15.28424525,68.01167175,625.4,189
2021-01-06T11:52:16Z,00:03:11,15.28426167,68.01167633,625.4,190,15.28426167,68.01167633,625.4,190
2021-01-06T11:52:17Z,NA,NA,NA,NA,NA,15.28427092,68.01167783,625.45,191
2021-01-06T11:52:18Z,00:03:13,15.28428017,68.01167933,625.5,192,15.28428017,68.01167933,625.5,192
2021-01-06T11:52:19Z,NA,NA,NA,NA,NA,15.284294500000001,68.01168208,625.5,193
2021-01-06T11:52:20Z,00:03:15,15.28430883,68.01168483,625.5,194,15.28430883,68.01168483,625.5,194
2021-01-06T11:52:21Z,NA,NA,NA,NA,NA,15.28431458,68.01168808,625.6,195
2021-01-06T11:52:22Z,00:03:16,15.28432033,68.01169133,625.7,196,15.28432033,68.01169133,625.7,196
2021-01-06T11:52:23Z,NA,NA,NA,NA,NA,15.284326165,68.01169308,625.7,197
2021-01-06T11:52:24Z,00:03:18,15.284332,68.01169483,625.7,198,15.284332,68.01169483,625.7,198
2021-01-06T11:52:25Z,NA,NA,NA,NA,NA,15.2843355,68.01169325000001,625.7,199
2021-01-06T11:52:26Z,00:03:20,15.284339,68.01169167,625.7,200,15.284339,68.01169167,625.7,200
2021-01-06T11:52:27Z,NA,NA,NA,NA,NA,15.284340414999999,68.0116905,625.6,201
2021-01-06T11:52:28Z,00:03:22,15.28434183,68.01168933,625.5,202,15.28434183,68.01168933,625.5,202
2021-01-06T11:52:29Z,NA,NA,NA,NA,NA,15.284346915,68.011687915,625.45,203
2021-01-06T11:52:30Z,00:03:26,15.284352,68.0116865,625.4,204,15.284352,68.0116865,625.4,204
2021-01-06T11:52:31Z,NA,NA,NA,NA,NA,15.28436575,68.01168200000001,625.4,205
2021-01-06T11:52:32Z,00:03:28,15.2843795,68.0116775,625.4,206,15.2843795,68.0116775,625.4,206
2021-01-06T11:52:33Z,NA,NA,NA,NA,NA,15.284382415,68.011675415,625.3499999999999,207
2021-01-06T11:52:34Z,00:03:29,15.28438533,68.01167333,625.3,208,15.28438533,68.01167333,625.3,208
2021-01-06T11:52:35Z,NA,NA,NA,NA,NA,15.28439525,68.01167125,625.3499999999999,209
2021-01-06T11:52:36Z,00:03:31,15.28440517,68.01166917,625.4,210,15.28440517,68.01166917,625.4,210
2021-01-06T11:52:37Z,NA,NA,NA,NA,NA,15.2844145,68.011668585,625.4,211
2021-01-06T11:52:38Z,00:03:33,15.28442383,68.011668,625.4,212,15.28442383,68.011668,625.4,212
2021-01-06T11:52:39Z,NA,NA,NA,NA,NA,15.28443008,68.01167083499999,625.45,213
2021-01-06T11:52:40Z,00:03:35,15.28443633,68.01167367,625.5,214,15.28443633,68.01167367,625.5,214
2021-01-06T11:52:41Z,NA,NA,NA,NA,NA,15.284444165,68.01167425,625.5,215
2021-01-06T11:52:42Z,00:03:37,15.284452,68.01167483,625.5,216,15.284452,68.01167483,625.5,216
2021-01-06T11:52:43Z,NA,NA,NA,NA,NA,15.284452085,68.011678915,625.55,217
2021-01-06T11:52:44Z,00:03:39,15.28445217,68.011683,625.6,218,15.28445217,68.011683,625.6,218
2021-01-06T11:52:45Z,NA,NA,NA,NA,NA,15.28444925,68.011686,625.5,219
2021-01-06T11:52:46Z,00:03:41,15.28444633,68.011689,625.4,220,15.28444633,68.011689,625.4,220
2021-01-06T11:52:47Z,NA,NA,NA,NA,NA,15.28443658,68.011689,625.3499999999999,221
2021-01-06T11:52:48Z,00:03:42,15.28442683,68.011689,625.3,222,15.28442683,68.011689,625.3,222
2021-01-06T11:52:49Z,NA,NA,NA,NA,NA,15.284416,68.011686835,625.3499999999999,223
2021-01-06T11:52:50Z,00:03:44,15.28440517,68.01168467,625.4,224,15.28440517,68.01168467,625.4,224
2021-01-06T11:52:51Z,NA,NA,NA,NA,NA,15.284393085,68.01168267,625.45,225
2021-01-06T11:52:52Z,00:03:46,15.284381,68.01168067,625.5,226,15.284381,68.01168067,625.5,226
2021-01-06T11:52:53Z,NA,NA,NA,NA,NA,15.284360835000001,68.01168633500001,625.6,227
2021-01-06T11:52:54Z,00:03:50,15.28434067,68.011692,625.7,228,15.28434067,68.011692,625.7,228
2021-01-06T11:52:55Z,NA,NA,NA,NA,NA,15.28431525,68.011698085,625.6,229
2021-01-06T11:52:56Z,00:03:52,15.28428983,68.01170417,625.5,230,15.28428983,68.01170417,625.5,230
2021-01-06T11:52:57Z,NA,NA,NA,NA,NA,15.284286250000001,68.01170742,625.45,231
2021-01-06T11:52:58Z,00:03:54,15.28428267,68.01171067,625.4,232,15.28428267,68.01171067,625.4,232
2021-01-06T11:52:59Z,NA,NA,NA,NA,NA,15.284273585000001,68.01171725,625.4,233
2021-01-06T11:53:00Z,00:03:55,15.2842645,68.01172383,625.4,234,15.2842645,68.01172383,625.4,234
2021-01-06T11:53:01Z,NA,NA,NA,NA,NA,15.284256915,68.011729,625.4,235
2021-01-06T11:53:02Z,00:03:57,15.28424933,68.01173417,625.4,236,15.28424933,68.01173417,625.4,236
2021-01-06T11:53:03Z,NA,NA,NA,NA,NA,15.284264499999999,68.01175441999999,625.3,237
2021-01-06T11:53:04Z,00:03:59,15.28427967,68.01177467,625.2,238,15.28427967,68.01177467,625.2,238
2021-01-06T11:53:05Z,NA,NA,NA,NA,NA,15.284279999999999,68.01177792,625.1500000000001,239
2021-01-06T11:53:06Z,00:04:01,15.28428033,68.01178117,625.1,240,15.28428033,68.01178117,625.1,240
2021-01-06T11:53:07Z,NA,NA,NA,NA,NA,15.284243329999999,68.01178617,625.1,241
2021-01-06T11:53:08Z,00:04:03,15.28420633,68.01179117,625.1,242,15.28420633,68.01179117,625.1,242
2021-01-06T11:53:09Z,NA,NA,NA,NA,NA,15.284184165,68.01178741999999,625.1500000000001,243
2021-01-06T11:53:10Z,00:04:05,15.284162,68.01178367,625.2,244,15.284162,68.01178367,625.2,244
2021-01-06T11:53:11Z,NA,NA,NA,NA,NA,15.284144835,68.01177717,625.3,245
2021-01-06T11:53:12Z,00:04:07,15.28412767,68.01177067,625.4,246,15.28412767,68.01177067,625.4,246
2021-01-06T11:53:13Z,NA,NA,NA,NA,NA,15.28411225,68.01177566999999,625.4,247
2021-01-06T11:53:14Z,00:04:08,15.28409683,68.01178067,625.4,248,15.28409683,68.01178067,625.4,248
2021-01-06T11:53:15Z,NA,NA,NA,NA,NA,15.28408383,68.011777585,625.3,249
2021-01-06T11:53:16Z,00:04:10,15.28407083,68.0117745,625.2,250,15.28407083,68.0117745,625.2,250
2021-01-06T11:53:17Z,NA,NA,NA,NA,NA,15.28407825,68.011774585,625.3,251
2021-01-06T11:53:18Z,00:04:12,15.28408567,68.01177467,625.4,252,15.28408567,68.01177467,625.4,252
2021-01-06T11:53:19Z,NA,NA,NA,NA,NA,15.28408567,68.01177467,625.4,253
2021-01-06T11:53:20Z,00:04:12,15.28408567,68.01177467,625.4,254,15.28408567,68.01177467,625.4,254
2021-01-06T11:53:21Z,NA,NA,NA,NA,NA,15.284088585,68.01177258499999,625.3499999999999,255
2021-01-06T11:53:22Z,00:04:17,15.2840915,68.0117705,625.3,256,15.2840915,68.0117705,625.3,256
2021-01-06T11:53:23Z,NA,NA,NA,NA,NA,15.284103915,68.011780415,625.25,257
2021-01-06T11:53:24Z,00:04:19,15.28411633,68.01179033,625.2,258,15.28411633,68.01179033,625.2,258
2021-01-06T11:53:25Z,NA,NA,NA,NA,NA,15.28410225,68.011791165,625.2,259
2021-01-06T11:53:26Z,00:04:21,15.28408817,68.011792,625.2,260,15.28408817,68.011792,625.2,260
2021-01-06T11:53:27Z,NA,NA,NA,NA,NA,15.284080835000001,68.011792335,625.1500000000001,261
