id,datetime,depth,heading,lon,lat,videotime
298,07/01/2021 09:41:01,285.1,197,5.27138433,8.001387,00:09:58
299,07/01/2021 09:41:03,285,194,5.27137767,8.00138233,NA
300,07/01/2021 09:41:05,285,192,5.27137783,8.00138033,00:10:01
301,07/01/2021 09:41:07,285,195,5.271374,8.00138083,00:10:03
302,07/01/2021 09:41:09,285,193,5.27137367,8.001381,00:10:05
303,07/01/2021 09:41:11,284.8,196,5.27137683,8.00138333,00:10:07
304,07/01/2021 09:41:13,284.9,200,5.27138033,8.00138417,00:10:09
305,07/01/2021 09:41:15,285.3,200,5.27137767,8.00138383,00:10:11
306,07/01/2021 09:41:17,285.6,203,5.2713835,8.00138217,00:10:13
307,07/01/2021 09:41:19,285.7,203,5.27138667,8.00137967,00:10:14
308,07/01/2021 09:41:21,285.9,204,5.2713865,8.001376,00:10:16
309,07/01/2021 09:41:23,286,202,5.27138783,8.00136683,00:10:20
310,07/01/2021 09:41:25,286,202,5.27139217,8.0013655,00:10:22
311,07/01/2021 09:41:27,286.1,204,5.27139917,8.001365,00:10:24
312,07/01/2021 09:41:29,286.3,202,5.2713975,8.0013675,00:10:26
313,07/01/2021 09:41:31,286.2,201,5.27138933,8.00136283,00:10:27
314,07/01/2021 09:41:33,286.3,201,5.27139267,8.00135783,00:10:29
315,07/01/2021 09:41:35,286.3,203,5.271397,8.00135933,00:10:31
316,07/01/2021 09:41:37,286.3,202,5.271404,8.00136333,00:10:33
317,07/01/2021 09:41:39,286.3,200,5.27141583,8.0013645,00:10:35
318,07/01/2021 09:41:41,286.3,201,5.27141567,8.00136333,00:10:37
319,07/01/2021 09:41:43,286.3,201,5.2714095,8.00136333,00:10:39
320,07/01/2021 09:41:45,285.9,200,5.27140717,8.00136433,00:10:40
321,07/01/2021 09:41:47,285.7,197,5.27139717,8.00136083,00:10:44
322,07/01/2021 09:41:49,285.5,193,5.271395,8.00135933,00:10:46
323,07/01/2021 09:41:51,285.3,193,5.2713855,8.001358,00:10:48
324,07/01/2021 09:41:53,285.3,194,5.271383,8.00136267,00:10:50
325,07/01/2021 09:41:55,285.1,197,5.27137833,8.001366,00:10:52
326,07/01/2021 09:41:57,284.8,197,5.27137283,8.00136717,00:10:53
327,07/01/2021 09:41:59,284.6,198,5.2713695,8.00137017,00:10:55
328,07/01/2021 09:42:01,284.5,194,5.2713645,8.00137633,00:10:57
329,07/01/2021 09:42:03,284.4,195,5.27135783,8.00138167,00:10:59
330,07/01/2021 09:42:05,284.2,192,5.27135583,8.00138583,00:11:01
331,07/01/2021 09:42:07,283.9,186,5.27136817,8.0013845,00:11:03
332,07/01/2021 09:42:09,283.9,180,5.27137917,8.00138317,00:11:04
333,07/01/2021 09:42:11,283.4,176,5.271393,8.00138267,00:11:06
334,07/01/2021 09:42:13,283.2,177,5.2714085,8.00138783,00:11:10
335,07/01/2021 09:42:15,282.7,179,5.27141533,8.00138933,00:11:12
