...1,Sperre_LOG_DATETIME,Sperre_Depth,Sperre_Heading,Survey_ROV_LON,Survey_ROV_LAT,Survey_LOG_RELTIME,synchronized_time_in_video
1,2021-01-07T09:31:07Z,324.8,174,5.27135717,8.001629,00:00:04,00:00:00
2,2021-01-07T09:31:09Z,324.9,164,5.27135883,8.0016285,00:00:06,00:00:02
3,2021-01-07T09:31:11Z,325.2,164,5.27136583,8.00162833,00:00:07,00:00:03
4,2021-01-07T09:31:13Z,325.8,183,5.2713705,8.00162683,00:00:09,00:00:05
5,2021-01-07T09:31:15Z,326.5,192,5.27137817,8.00162633,00:00:11,00:00:07
6,2021-01-07T09:31:17Z,326.8,201,5.27137767,8.00162633,00:00:13,00:00:09
7,2021-01-07T09:31:19Z,327.1,202,5.27138483,8.0016225,00:00:15,00:00:11
8,2021-01-07T09:31:21Z,326.9,194,5.27138767,8.001618,00:00:17,00:00:13
9,2021-01-07T09:31:23Z,326.8,199,5.27138983,8.00161117,00:00:19,00:00:15
10,2021-01-07T09:31:25Z,326.5,206,5.2713945,8.0016035,00:00:20,00:00:16
11,2021-01-07T09:31:27Z,326.4,209,5.27138433,8.00158933,00:00:24,00:00:20
12,2021-01-07T09:31:29Z,325.9,213,5.27137783,8.00158233,00:00:26,00:00:22
13,2021-01-07T09:31:31Z,325.6,217,5.27135883,8.00157617,00:00:28,00:00:24
14,2021-01-07T09:31:33Z,325.4,215,5.27133933,8.00157083,00:00:30,00:00:26
15,2021-01-07T09:31:35Z,325.2,212,5.27132017,8.00156567,00:00:32,00:00:28
16,2021-01-07T09:31:37Z,325,206,5.2713025,8.00155917,00:00:33,00:00:29
17,2021-01-07T09:31:39Z,324.8,204,5.2712905,8.0015565,00:00:35,00:00:31
18,2021-01-07T09:31:41Z,324.5,201,5.2712755,8.00155433,00:00:37,00:00:33
19,2021-01-07T09:31:43Z,324.3,197,5.27126417,8.00155367,00:00:39,00:00:35
20,2021-01-07T09:31:45Z,324.1,195,5.27124917,8.001557,00:00:41,00:00:37
21,2021-01-07T09:31:47Z,323.9,196,5.27123567,8.00156033,00:00:43,00:00:39
22,2021-01-07T09:31:49Z,323.5,194,5.27122817,8.00155967,00:00:44,00:00:40
23,2021-01-07T09:31:51Z,323.2,191,5.271218,8.00155683,00:00:46,00:00:42
24,2021-01-07T09:31:53Z,323.1,190,5.271215,8.0015485,00:00:50,00:00:46
25,2021-01-07T09:31:55Z,323.1,187,5.2712125,8.00154333,00:00:52,00:00:48
26,2021-01-07T09:31:57Z,323,187,5.271212,8.00154167,00:00:54,00:00:50
27,2021-01-07T09:31:59Z,322.9,189,5.27121467,8.00154033,00:00:56,00:00:52
28,2021-01-07T09:32:01Z,322.6,187,5.27122033,8.00153717,00:00:57,00:00:53
29,2021-01-07T09:32:03Z,322.2,189,5.27122233,8.00153083,00:00:59,00:00:55
30,2021-01-07T09:32:05Z,322,186,5.27122533,8.00152833,00:01:01,00:00:57
31,2021-01-07T09:32:07Z,321.8,179,5.27123983,8.00152367,00:01:03,00:00:59
32,2021-01-07T09:32:09Z,321.6,183,5.2712475,8.00151917,00:01:05,00:01:01
33,2021-01-07T09:32:11Z,321.3,186,5.2712625,8.001513,00:01:07,00:01:03
34,2021-01-07T09:32:13Z,320.8,190,5.2712765,8.00150783,00:01:09,00:01:05
35,2021-01-07T09:32:15Z,320.4,194,5.27128533,8.00150183,00:01:10,00:01:06
36,2021-01-07T09:32:17Z,320.4,193,5.27128833,8.0014975,00:01:12,00:01:08
37,2021-01-07T09:32:19Z,320.3,197,5.27129067,8.00149217,00:01:16,00:01:12
38,2021-01-07T09:32:21Z,320.3,199,5.27129033,8.0014925,00:01:18,00:01:14
39,2021-01-07T09:32:23Z,320,198,5.27129467,8.00149617,00:01:20,00:01:16
40,2021-01-07T09:32:25Z,320,200,5.27129733,8.00149667,00:01:22,00:01:18
41,2021-01-07T09:32:27Z,320,199,5.27130167,8.00149333,00:01:23,00:01:19
42,2021-01-07T09:32:29Z,319.7,197,5.271298,8.00149333,00:01:25,00:01:21
43,2021-01-07T09:32:31Z,319.6,197,5.27129467,8.00148733,00:01:27,00:01:23
44,2021-01-07T09:32:33Z,319.4,195,5.271294,8.00148533,00:01:29,00:01:25
45,2021-01-07T09:32:35Z,319.2,195,5.27129433,8.00148317,00:01:31,00:01:27
46,2021-01-07T09:32:37Z,319,193,5.27128617,8.00148117,00:01:33,00:01:29
47,2021-01-07T09:32:39Z,318.8,194,5.27128317,8.00147767,00:01:35,00:01:31
48,2021-01-07T09:32:41Z,318.7,197,5.2712825,8.001481,00:01:36,00:01:32
49,2021-01-07T09:32:43Z,318.5,191,5.27126833,8.00148083,00:01:40,00:01:36
50,2021-01-07T09:32:45Z,318.7,195,5.2712595,8.00148,00:01:42,00:01:38
51,2021-01-07T09:32:47Z,318.9,197,5.271254,8.00147533,00:01:44,00:01:40
52,2021-01-07T09:32:49Z,319.1,196,5.27124617,8.00147583,00:01:46,00:01:42
53,2021-01-07T09:32:51Z,319.5,196,5.271239,8.00147517,00:01:47,00:01:43
54,2021-01-07T09:32:53Z,319.7,198,5.27123117,8.00147483,00:01:49,00:01:45
55,2021-01-07T09:32:55Z,319.9,198,5.27122883,8.00147083,00:01:51,00:01:47
56,2021-01-07T09:32:57Z,320,196,5.27122633,8.00146967,00:01:53,00:01:49
57,2021-01-07T09:32:59Z,320,198,5.27122133,8.001472,00:01:55,00:01:51
58,2021-01-07T09:33:01Z,320.1,198,5.27122183,8.0014725,00:01:57,00:01:53
59,2021-01-07T09:33:03Z,320.1,199,5.27122483,8.0014715,00:01:59,00:01:55
60,2021-01-07T09:33:05Z,320.1,200,5.27122817,8.00147183,00:02:00,00:01:56
61,2021-01-07T09:33:07Z,320.1,200,5.271239,8.00146867,00:02:02,00:01:58
62,2021-01-07T09:33:09Z,320.2,202,5.27123183,8.0014655,00:02:06,00:02:02
63,2021-01-07T09:33:11Z,320.2,200,5.27123267,8.001467,00:02:08,00:02:04
64,2021-01-07T09:33:13Z,320.1,203,5.27122833,8.00146733,00:02:10,00:02:06
65,2021-01-07T09:33:15Z,320,202,5.2712205,8.00146833,00:02:12,00:02:08
66,2021-01-07T09:33:17Z,320,202,5.27121617,8.00146867,00:02:13,00:02:09
67,2021-01-07T09:33:19Z,320,201,5.27119683,8.001471,00:02:15,00:02:11
68,2021-01-07T09:33:21Z,319.6,202,5.27118267,8.001471,00:02:17,00:02:13
69,2021-01-07T09:33:23Z,319.1,202,5.27117317,8.0014715,00:02:19,00:02:15
70,2021-01-07T09:33:25Z,318.7,199,5.27116633,8.00147267,00:02:21,00:02:17
71,2021-01-07T09:33:27Z,318.4,201,5.27116,8.00147417,00:02:23,00:02:19
72,2021-01-07T09:33:29Z,318.4,190,5.27115567,8.00147617,00:02:25,00:02:21
73,2021-01-07T09:33:31Z,318.4,198,5.271153,8.00148017,00:02:26,00:02:22
74,2021-01-07T09:33:33Z,318.4,202,5.27115067,8.00147417,00:02:30,00:02:26
75,2021-01-07T09:33:35Z,318.1,209,5.27115283,8.00147033,00:02:32,00:02:28
76,2021-01-07T09:33:37Z,318,216,5.27115083,8.00146733,00:02:34,00:02:30
77,2021-01-07T09:33:39Z,317.8,217,5.2711545,8.00146583,00:02:36,00:02:32
78,2021-01-07T09:33:41Z,317.7,218,5.271147,8.00146367,00:02:37,00:02:33
79,2021-01-07T09:33:43Z,317.5,217,5.27114683,8.00145867,00:02:39,00:02:35
80,2021-01-07T09:33:45Z,317.4,216,5.27114717,8.00145617,00:02:41,00:02:37
81,2021-01-07T09:33:47Z,317.3,216,5.27115,8.00145167,00:02:43,00:02:39
82,2021-01-07T09:33:49Z,317.2,214,5.2711415,8.001449,00:02:45,00:02:41
83,2021-01-07T09:33:51Z,317.2,207,5.2711425,8.00144783,00:02:47,00:02:43
84,2021-01-07T09:33:53Z,317.4,197,5.27114333,8.00144617,00:02:49,00:02:45
85,2021-01-07T09:33:55Z,317.2,192,5.27114133,8.001445,00:02:50,00:02:46
86,2021-01-07T09:33:57Z,316.8,188,5.27113633,8.00144433,00:02:52,00:02:48
87,2021-01-07T09:33:59Z,316.7,183,5.27114233,8.001446,00:02:56,00:02:52
88,2021-01-07T09:34:01Z,316.6,190,5.2711425,8.00144667,00:02:58,00:02:54
89,2021-01-07T09:34:03Z,316.9,184,5.2711355,8.00144617,NA,NA
90,2021-01-07T09:34:05Z,317.1,187,5.27113983,8.0014445,00:03:02,00:02:58
91,2021-01-07T09:34:07Z,317.2,191,5.27113967,8.00144133,00:03:03,00:02:59
92,2021-01-07T09:34:09Z,317.3,194,5.271137,8.001437,00:03:05,00:03:01
93,2021-01-07T09:34:11Z,317.5,193,5.2711355,8.0014325,00:03:07,00:03:03
94,2021-01-07T09:34:13Z,317.5,195,5.27113183,8.00143033,00:03:09,00:03:05
95,2021-01-07T09:34:15Z,317.6,193,5.27113517,8.00142483,00:03:11,00:03:07
96,2021-01-07T09:34:17Z,317.7,194,5.27113083,8.00142467,00:03:13,00:03:09
97,2021-01-07T09:34:19Z,317.7,197,5.271134,8.00142183,00:03:15,00:03:11
98,2021-01-07T09:34:21Z,317.6,197,5.2711455,8.00141617,00:03:16,00:03:12
99,2021-01-07T09:34:23Z,317.7,198,5.2711455,8.00141617,00:03:16,00:03:12
100,2021-01-07T09:34:25Z,317.7,194,5.27115783,8.00141283,00:03:21,00:03:17
101,2021-01-07T09:34:27Z,317.6,197,5.27116367,8.001415,00:03:23,00:03:19
102,2021-01-07T09:34:29Z,317.6,195,5.27116267,8.00141783,00:03:25,00:03:21
103,2021-01-07T09:34:31Z,317.4,191,5.27115867,8.00141917,00:03:27,00:03:23
104,2021-01-07T09:34:33Z,317.2,186,5.27114933,8.0014185,00:03:29,00:03:25
105,2021-01-07T09:34:35Z,317.1,179,5.27113517,8.00141717,00:03:31,00:03:27
106,2021-01-07T09:34:37Z,316.9,176,5.27112917,8.00141033,00:03:32,00:03:28
107,2021-01-07T09:34:39Z,316.7,178,5.27111917,8.00141117,00:03:34,00:03:30
108,2021-01-07T09:34:41Z,316.5,179,5.27112883,8.00141183,00:03:38,00:03:34
109,2021-01-07T09:34:43Z,316.3,179,5.27112683,8.001412,00:03:40,00:03:36
110,2021-01-07T09:34:45Z,316.1,178,5.2711335,8.00141217,00:03:42,00:03:38
111,2021-01-07T09:34:47Z,315.9,176,5.27113683,8.0014155,00:03:44,00:03:40
112,2021-01-07T09:34:49Z,315.6,178,5.27114917,8.00141517,00:03:45,00:03:41
113,2021-01-07T09:34:51Z,315.5,178,5.27116083,8.00141467,00:03:47,00:03:43
114,2021-01-07T09:34:53Z,315.2,180,5.27116167,8.00141533,00:03:49,00:03:45
115,2021-01-07T09:34:55Z,315.2,182,5.271157,8.00141383,00:03:51,00:03:47
116,2021-01-07T09:34:57Z,315,185,5.27116483,8.00141317,00:03:53,00:03:49
117,2021-01-07T09:34:59Z,314.7,188,5.27117717,8.00141383,00:03:55,00:03:51
118,2021-01-07T09:35:01Z,314.2,190,5.27118017,8.0014165,00:03:57,00:03:53
119,2021-01-07T09:35:03Z,314,191,5.27117767,8.00141767,00:03:58,00:03:54
120,2021-01-07T09:35:05Z,313.9,190,5.27117633,8.001421,00:04:02,00:03:58
121,2021-01-07T09:35:07Z,313.9,186,5.27117017,8.00142033,00:04:04,00:04:00
122,2021-01-07T09:35:09Z,313.7,185,5.2711755,8.00141933,00:04:06,00:04:02
123,2021-01-07T09:35:11Z,313.4,185,5.271171,8.00142017,00:04:08,00:04:04
124,2021-01-07T09:35:13Z,313.2,184,5.271173,8.00141967,00:04:09,00:04:05
125,2021-01-07T09:35:15Z,313.1,185,5.27117183,8.00141917,00:04:11,00:04:07
126,2021-01-07T09:35:17Z,312.9,185,5.27117367,8.00141883,00:04:13,00:04:09
127,2021-01-07T09:35:19Z,312.7,182,5.27117617,8.00141917,00:04:15,00:04:11
128,2021-01-07T09:35:21Z,312.7,187,5.27118217,8.001422,00:04:17,00:04:13
129,2021-01-07T09:35:23Z,312.6,189,5.271191,8.00142283,00:04:19,00:04:15
130,2021-01-07T09:35:25Z,312.4,190,5.27119833,8.0014225,00:04:21,00:04:17
131,2021-01-07T09:35:27Z,312.3,191,5.271203,8.0014215,00:04:22,00:04:18
132,2021-01-07T09:35:29Z,312.3,192,5.27121483,8.00141767,00:04:24,00:04:20
133,2021-01-07T09:35:31Z,312.1,192,5.27123117,8.001411,00:04:28,00:04:24
134,2021-01-07T09:35:33Z,311.9,192,5.271233,8.00140867,00:04:30,00:04:26
135,2021-01-07T09:35:35Z,311.7,187,5.27123133,8.00140633,00:04:32,00:04:28
136,2021-01-07T09:35:37Z,311.6,185,5.27122883,8.0014035,00:04:34,00:04:30
137,2021-01-07T09:35:39Z,311.6,187,5.27123317,8.00140133,00:04:35,00:04:31
138,2021-01-07T09:35:41Z,311.3,188,5.271233,8.00139867,00:04:37,00:04:33
139,2021-01-07T09:35:43Z,311.2,188,5.27123383,8.00139717,00:04:39,00:04:35
140,2021-01-07T09:35:45Z,311,185,5.27123833,8.001397,00:04:41,00:04:37
141,2021-01-07T09:35:47Z,310.7,183,5.27123717,8.00139817,00:04:43,00:04:39
142,2021-01-07T09:35:49Z,310.4,179,5.27124567,8.0013975,00:04:45,00:04:41
143,2021-01-07T09:35:51Z,310.4,179,5.27124483,8.00139783,00:04:47,00:04:43
144,2021-01-07T09:35:53Z,310.1,178,5.27125,8.00139767,00:04:48,00:04:44
145,2021-01-07T09:35:55Z,310.1,171,5.27125183,8.00139817,00:04:50,00:04:46
146,2021-01-07T09:35:57Z,309.9,166,5.27125367,8.00139783,00:04:54,00:04:50
147,2021-01-07T09:35:59Z,309.6,160,5.27125517,8.0013965,00:04:56,00:04:52
148,2021-01-07T09:36:01Z,309.4,160,5.27126017,8.00139733,00:04:58,00:04:54
149,2021-01-07T09:36:03Z,309.4,159,5.27126217,8.00139933,NA,NA
150,2021-01-07T09:36:05Z,309.3,160,5.27126333,8.00140067,00:05:01,00:04:57
151,2021-01-07T09:36:07Z,309.1,159,5.2712625,8.001404,00:05:03,00:04:59
152,2021-01-07T09:36:09Z,308.9,155,5.271259,8.0014065,00:05:05,00:05:01
153,2021-01-07T09:36:11Z,308.7,161,5.2712595,8.00140917,00:05:07,00:05:03
154,2021-01-07T09:36:13Z,308.5,162,5.27126217,8.00141167,00:05:09,00:05:05
155,2021-01-07T09:36:15Z,308.7,169,5.271262,8.00141383,00:05:11,00:05:07
156,2021-01-07T09:36:17Z,308.6,167,5.27126683,8.00141633,00:05:13,00:05:09
157,2021-01-07T09:36:19Z,308.7,171,5.27126733,8.00141867,00:05:14,00:05:10
158,2021-01-07T09:36:21Z,308.8,171,5.27128833,8.00141867,00:05:18,00:05:14
159,2021-01-07T09:36:23Z,308.7,174,5.27129317,8.00142033,00:05:20,00:05:16
160,2021-01-07T09:36:25Z,308.8,180,5.2712995,8.00141917,00:05:22,00:05:18
161,2021-01-07T09:36:27Z,308.9,182,5.271302,8.00141783,00:05:24,00:05:20
162,2021-01-07T09:36:29Z,309,182,5.27131067,8.00141367,00:05:26,00:05:22
163,2021-01-07T09:36:31Z,309.2,180,5.27131983,8.00140933,00:05:27,00:05:23
164,2021-01-07T09:36:33Z,309.2,180,5.27132283,8.00140617,00:05:29,00:05:25
165,2021-01-07T09:36:35Z,309.1,181,5.27132467,8.00140167,00:05:31,00:05:27
166,2021-01-07T09:36:37Z,309.1,180,5.27131867,8.00139967,00:05:33,00:05:29
167,2021-01-07T09:36:39Z,309.2,178,5.27131767,8.00139883,00:05:35,00:05:31
168,2021-01-07T09:36:41Z,309.3,179,5.271319,8.001398,00:05:37,00:05:33
169,2021-01-07T09:36:43Z,309.3,180,5.27131333,8.0013985,00:05:38,00:05:34
170,2021-01-07T09:36:45Z,309.3,181,5.271309,8.00140017,00:05:40,00:05:36
171,2021-01-07T09:36:47Z,308.9,182,5.27129333,8.0014045,00:05:44,00:05:40
172,2021-01-07T09:36:49Z,308.5,180,5.27128617,8.00140733,00:05:46,00:05:42
173,2021-01-07T09:36:51Z,308.2,177,5.27127217,8.00141083,00:05:48,00:05:44
174,2021-01-07T09:36:53Z,307.8,180,5.27126867,8.00141333,00:05:50,00:05:46
175,2021-01-07T09:36:55Z,307.7,178,5.27126767,8.00141233,00:05:51,00:05:47
176,2021-01-07T09:36:57Z,307.3,179,5.27126267,8.00141117,00:05:53,00:05:49
177,2021-01-07T09:36:59Z,307.1,180,5.27126,8.0014095,00:05:55,00:05:51
178,2021-01-07T09:37:01Z,306.9,181,5.27125917,8.0014075,00:05:57,00:05:53
179,2021-01-07T09:37:03Z,306.5,183,5.27125633,8.00140683,00:05:59,00:05:55
180,2021-01-07T09:37:05Z,306.2,180,5.271265,8.00140583,00:06:01,00:05:57
181,2021-01-07T09:37:07Z,306.2,178,5.27126733,8.00140633,00:06:03,00:05:59
182,2021-01-07T09:37:09Z,305.9,178,5.27126883,8.00140617,00:06:04,00:06:00
183,2021-01-07T09:37:11Z,305.6,184,5.27127567,8.00140483,00:06:06,00:06:02
184,2021-01-07T09:37:13Z,305.2,186,5.2712815,8.00140567,00:06:10,00:06:06
185,2021-01-07T09:37:15Z,304.9,184,5.2712825,8.001406,00:06:12,00:06:08
186,2021-01-07T09:37:17Z,304.6,181,5.2712815,8.00140667,00:06:14,00:06:10
187,2021-01-07T09:37:19Z,304.3,179,5.27128,8.0014065,00:06:16,00:06:12
188,2021-01-07T09:37:21Z,304.2,182,5.271283,8.00140817,00:06:17,00:06:13
189,2021-01-07T09:37:23Z,304,182,5.271283,8.00140833,00:06:19,00:06:15
190,2021-01-07T09:37:25Z,303.7,183,5.27128883,8.00141083,00:06:21,00:06:17
191,2021-01-07T09:37:27Z,303.5,181,5.27128417,8.001412,00:06:23,00:06:19
192,2021-01-07T09:37:29Z,303.3,181,5.271285,8.001413,00:06:25,00:06:21
193,2021-01-07T09:37:31Z,303,181,5.2712925,8.00141283,00:06:27,00:06:23
194,2021-01-07T09:37:33Z,302.8,179,5.271295,8.00141017,00:06:29,00:06:25
195,2021-01-07T09:37:35Z,302.6,178,5.27129617,8.00140817,00:06:30,00:06:26
196,2021-01-07T09:37:37Z,302.4,178,5.271292,8.0014085,00:06:32,00:06:28
197,2021-01-07T09:37:39Z,302.2,177,5.27130167,8.0014095,00:06:36,00:06:32
198,2021-01-07T09:37:41Z,302.1,176,5.2713105,8.0014105,00:06:38,00:06:34
199,2021-01-07T09:37:43Z,302,178,5.27131533,8.00141233,00:06:40,00:06:36
200,2021-01-07T09:37:45Z,301.7,179,5.27131233,8.00141333,00:06:42,00:06:38
201,2021-01-07T09:37:47Z,301.5,180,5.27131033,8.00141383,00:06:43,00:06:39
202,2021-01-07T09:37:49Z,301.4,175,5.27130967,8.00141167,00:06:45,00:06:41
203,2021-01-07T09:37:51Z,301.3,180,5.27130567,8.00141217,00:06:47,00:06:43
204,2021-01-07T09:37:53Z,301.1,177,5.27130283,8.00141483,00:06:49,00:06:45
205,2021-01-07T09:37:55Z,301,175,5.27130567,8.00141417,00:06:51,00:06:47
206,2021-01-07T09:37:57Z,300.9,175,5.271303,8.0014145,00:06:53,00:06:49
207,2021-01-07T09:37:59Z,300.7,173,5.2712935,8.0014181700000009,00:06:54,00:06:50
208,2021-01-07T09:38:01Z,300.6,174,5.27128383,8.0014215,00:06:56,00:06:52
209,2021-01-07T09:38:03Z,300.4,177,5.27126583,8.001419,00:07:00,00:06:56
210,2021-01-07T09:38:05Z,300.3,177,5.27126083,8.0014185,00:07:02,00:06:58
211,2021-01-07T09:38:07Z,300.1,175,5.27125167,8.00141917,00:07:04,00:07:00
212,2021-01-07T09:38:09Z,300.1,180,5.27123517,8.00141933,00:07:06,00:07:02
213,2021-01-07T09:38:11Z,299.9,178,5.27123267,8.0014181700000009,00:07:07,00:07:03
214,2021-01-07T09:38:13Z,299.7,178,5.27123233,8.00141833,00:07:09,00:07:05
215,2021-01-07T09:38:15Z,299.7,176,5.271232,8.001418,00:07:11,00:07:07
216,2021-01-07T09:38:17Z,299.4,175,5.2712275,8.00141833,00:07:13,00:07:09
217,2021-01-07T09:38:19Z,299.4,177,5.27122883,8.0014185,00:07:15,00:07:11
218,2021-01-07T09:38:21Z,299.3,173,5.27123367,8.0014175,00:07:17,00:07:13
219,2021-01-07T09:38:23Z,299.3,176,5.271238,8.00141683,00:07:19,00:07:15
220,2021-01-07T09:38:25Z,299.4,176,5.27124633,8.00141667,00:07:20,00:07:16
221,2021-01-07T09:38:27Z,299.3,172,5.27124783,8.0014185,00:07:22,00:07:18
222,2021-01-07T09:38:29Z,299.1,167,5.2712505,8.00141733,00:07:26,00:07:22
223,2021-01-07T09:38:31Z,298.9,170,5.27125217,8.00141433,00:07:28,00:07:24
224,2021-01-07T09:38:33Z,298.7,174,5.27125833,8.00141033,00:07:30,00:07:26
225,2021-01-07T09:38:35Z,298.3,177,5.271271,8.0014075,00:07:32,00:07:28
226,2021-01-07T09:38:37Z,298,176,5.27127583,8.00141,00:07:33,00:07:29
227,2021-01-07T09:38:39Z,297.8,180,5.27127733,8.00140883,00:07:35,00:07:31
228,2021-01-07T09:38:41Z,297.6,184,5.27128217,8.00141233,00:07:37,00:07:33
229,2021-01-07T09:38:43Z,297.4,186,5.2712865,8.00141283,00:07:39,00:07:35
230,2021-01-07T09:38:45Z,297.1,185,5.271296,8.00141567,00:07:41,00:07:37
231,2021-01-07T09:38:47Z,296.8,189,5.271307,8.00141883,00:07:43,00:07:39
232,2021-01-07T09:38:49Z,296.5,191,5.2713165,8.00142083,00:07:45,00:07:41
233,2021-01-07T09:38:51Z,296.3,190,5.271315,8.00142267,00:07:46,00:07:42
234,2021-01-07T09:38:53Z,296.2,186,5.27131617,8.001425,00:07:48,00:07:44
235,2021-01-07T09:38:55Z,296,189,5.27132083,8.001422,00:07:52,00:07:48
236,2021-01-07T09:38:57Z,295.9,190,5.27133183,8.001419,00:07:54,00:07:50
237,2021-01-07T09:38:59Z,295.9,188,5.271333,8.00141983,00:07:56,00:07:52
238,2021-01-07T09:39:01Z,295.7,186,5.27133267,8.00142317,00:07:58,00:07:54
239,2021-01-07T09:39:03Z,295.2,184,5.27133183,8.00142167,00:07:59,00:07:55
240,2021-01-07T09:39:05Z,295.2,185,5.27132417,8.00142417,00:08:01,00:07:57
241,2021-01-07T09:39:07Z,295,185,5.271322,8.00142867,00:08:03,00:07:59
242,2021-01-07T09:39:09Z,294.9,187,5.27132633,8.00142767,00:08:05,00:08:01
243,2021-01-07T09:39:11Z,294.5,187,5.27131883,8.001431,00:08:07,00:08:03
244,2021-01-07T09:39:13Z,294.3,187,5.2713135,8.00143133,00:08:09,00:08:05
245,2021-01-07T09:39:15Z,294,189,5.27131433,8.00143233,00:08:11,00:08:07
246,2021-01-07T09:39:17Z,293.9,189,5.27131467,8.0014315,00:08:12,00:08:08
247,2021-01-07T09:39:19Z,293.6,187,5.27131417,8.001432,00:08:16,00:08:12
248,2021-01-07T09:39:21Z,293.3,187,5.27130933,8.00143017,00:08:18,00:08:14
249,2021-01-07T09:39:23Z,293.1,186,5.2713075,8.00143267,00:08:20,00:08:16
250,2021-01-07T09:39:25Z,292.9,183,5.27129983,8.00143217,00:08:22,00:08:18
251,2021-01-07T09:39:27Z,292.4,181,5.271292,8.00143517,00:08:23,00:08:19
252,2021-01-07T09:39:29Z,292,180,5.27129867,8.00143467,00:08:25,00:08:21
253,2021-01-07T09:39:31Z,291.7,187,5.27130367,8.00143867,00:08:27,00:08:23
254,2021-01-07T09:39:33Z,291.6,186,5.27131117,8.0014415,00:08:29,00:08:25
255,2021-01-07T09:39:35Z,291.6,185,5.2713195,8.0014395,00:08:31,00:08:27
256,2021-01-07T09:39:37Z,291.4,184,5.271324,8.00143717,00:08:33,00:08:29
257,2021-01-07T09:39:39Z,291.3,188,5.27133767,8.00143333,00:08:35,00:08:31
258,2021-01-07T09:39:41Z,291,182,5.27134783,8.001436,00:08:36,00:08:32
259,2021-01-07T09:39:43Z,290.9,186,5.2713595,8.0014365,00:08:38,00:08:34
260,2021-01-07T09:39:45Z,290.5,187,5.27137883,8.00143683,00:08:42,00:08:38
261,2021-01-07T09:39:47Z,290.4,188,5.27138817,8.00143267,00:08:44,00:08:40
262,2021-01-07T09:39:49Z,290,189,5.27139567,8.001427,00:08:46,00:08:42
263,2021-01-07T09:39:51Z,290,187,5.271401,8.00142667,00:08:48,00:08:44
264,2021-01-07T09:39:53Z,289.9,189,5.27139867,8.00142567,00:08:49,00:08:45
265,2021-01-07T09:39:55Z,289.7,191,5.27140467,8.00142217,00:08:51,00:08:47
266,2021-01-07T09:39:57Z,289.4,191,5.271413,8.0014245,00:08:53,00:08:49
267,2021-01-07T09:39:59Z,289.3,190,5.27141617,8.00142217,00:08:55,00:08:51
268,2021-01-07T09:40:01Z,289.2,190,5.27142617,8.00142267,00:08:57,00:08:53
269,2021-01-07T09:40:03Z,289.1,190,5.27143433,8.00141767,00:08:59,00:08:55
270,2021-01-07T09:40:05Z,288.7,192,5.271434,8.00141433,00:09:01,00:08:57
271,2021-01-07T09:40:07Z,288.7,196,5.27143283,8.00141167,00:09:02,00:08:58
272,2021-01-07T09:40:09Z,288.6,195,5.271427,8.001411,00:09:04,00:09:00
273,2021-01-07T09:40:11Z,288.4,194,5.27142717,8.0014075,00:09:08,00:09:04
274,2021-01-07T09:40:13Z,288.3,197,5.2714265,8.00140667,00:09:10,00:09:06
275,2021-01-07T09:40:15Z,288.1,200,5.27142067,8.00140683,00:09:12,00:09:08
276,2021-01-07T09:40:17Z,287.9,202,5.2714165,8.00140417,00:09:14,00:09:10
277,2021-01-07T09:40:19Z,287.8,202,5.27141317,8.00140483,00:09:15,00:09:11
278,2021-01-07T09:40:21Z,287.5,206,5.27141,8.0014075,00:09:17,00:09:13
279,2021-01-07T09:40:23Z,287.4,205,5.27141367,8.00140517,00:09:19,00:09:15
280,2021-01-07T09:40:25Z,287.2,206,5.27142033,8.001403,00:09:21,00:09:17
281,2021-01-07T09:40:27Z,287.1,207,5.27141917,8.001404,00:09:23,00:09:19
282,2021-01-07T09:40:29Z,287.2,208,5.27141917,8.001404,00:09:23,00:09:19
283,2021-01-07T09:40:31Z,287.2,207,5.27141583,8.00139967,00:09:27,00:09:23
284,2021-01-07T09:40:33Z,287,206,5.27140183,8.00138433,00:09:30,00:09:26
285,2021-01-07T09:40:35Z,286.8,203,5.2713905,8.00138167,00:09:32,00:09:28
286,2021-01-07T09:40:37Z,286.6,201,5.27138717,8.001383,00:09:34,00:09:30
287,2021-01-07T09:40:39Z,286.3,197,5.271379,8.00138583,00:09:36,00:09:32
288,2021-01-07T09:40:41Z,286.3,192,5.27137683,8.0013885,00:09:37,00:09:33
289,2021-01-07T09:40:43Z,286.3,193,5.27137167,8.00138883,00:09:39,00:09:35
290,2021-01-07T09:40:45Z,286.1,191,5.27136617,8.001392,00:09:41,00:09:37
291,2021-01-07T09:40:47Z,285.9,192,5.27136883,8.001393,00:09:43,00:09:39
292,2021-01-07T09:40:49Z,285.7,193,5.27137183,8.00139517,00:09:45,00:09:41
293,2021-01-07T09:40:51Z,285.6,195,5.27137683,8.00139417,00:09:47,00:09:43
294,2021-01-07T09:40:53Z,285.6,199,5.27137733,8.00139433,00:09:49,00:09:45
295,2021-01-07T09:40:55Z,285.5,199,5.27138017,8.00139383,00:09:50,00:09:46
296,2021-01-07T09:40:57Z,285.4,199,5.27138983,8.00139383,00:09:54,00:09:50
297,2021-01-07T09:40:59Z,285.3,198,5.27138917,8.0013915,00:09:56,00:09:52
298,2021-01-07T09:41:01Z,285.1,197,5.27138433,8.001387,00:09:58,00:09:54
299,2021-01-07T09:41:03Z,285,194,5.27137767,8.00138233,NA,NA
