datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated
2021-01-08T08:48:25Z,00:00:02,15.31087767,67.99098117,622.8,0,15.31087767,67.99098117,622.8,0
2021-01-08T08:48:26Z,NA,NA,NA,NA,NA,15.31087842,67.99098408500001,622.8,1
2021-01-08T08:48:27Z,00:00:04,15.31087917,67.990987,622.8,2,15.31087917,67.990987,622.8,2
2021-01-08T08:48:28Z,00:00:06,15.3109035,67.99098833,622.6,3,15.3109035,67.99098833,622.6,3
2021-01-08T08:48:29Z,NA,NA,NA,NA,NA,15.310904085,67.99098857999999,622.7,4
2021-01-08T08:48:30Z,00:00:07,15.31090467,67.99098883,622.8,5,15.31090467,67.99098883,622.8,5
2021-01-08T08:48:31Z,NA,NA,NA,NA,NA,15.310911585,67.990992,622.9,6
2021-01-08T08:48:32Z,00:00:09,15.3109185,67.99099517,623,7,15.3109185,67.99099517,623,7
2021-01-08T08:48:33Z,NA,NA,NA,NA,NA,15.310919085,67.9909965,623.05,8
2021-01-08T08:48:34Z,00:00:11,15.31091967,67.99099783,623.1,9,15.31091967,67.99099783,623.1,9
2021-01-08T08:48:35Z,NA,NA,NA,NA,NA,15.31090925,67.99100325,623,10
2021-01-08T08:48:36Z,00:00:15,15.31089883,67.99100867,622.9,11,15.31089883,67.99100867,622.9,11
2021-01-08T08:48:37Z,NA,NA,NA,NA,NA,15.310900414999999,67.99100917,623,12
2021-01-08T08:48:38Z,00:00:17,15.310902,67.99100967,623.1,13,15.310902,67.99100967,623.1,13
2021-01-08T08:48:39Z,NA,NA,NA,NA,NA,15.31090825,67.99100867,623.1,14
2021-01-08T08:48:40Z,00:00:19,15.3109145,67.99100767,623.1,15,15.3109145,67.99100767,623.1,15
2021-01-08T08:48:41Z,NA,NA,NA,NA,NA,15.31091275,67.99100492,623.1500000000001,16
2021-01-08T08:48:42Z,00:00:20,15.310911,67.99100217,623.2,17,15.310911,67.99100217,623.2,17
2021-01-08T08:48:43Z,NA,NA,NA,NA,NA,15.31091361,67.99100444666666,623.2,18
2021-01-08T08:48:44Z,NA,NA,NA,NA,NA,15.310916220000001,67.99100672333334,623.2,19
2021-01-08T08:48:45Z,00:00:22,15.31091883,67.991009,623.2,20,15.31091883,67.991009,623.2,20
2021-01-08T08:48:46Z,00:00:24,15.31092383,67.99101317,623.1,21,15.31092383,67.99101317,623.1,21
2021-01-08T08:48:47Z,NA,NA,NA,NA,NA,15.310932415,67.99101317,623.1,22
2021-01-08T08:48:48Z,00:00:26,15.310941,67.99101317,623.1,23,15.310941,67.99101317,623.1,23
2021-01-08T08:48:49Z,NA,NA,NA,NA,NA,15.310939999999999,67.99101217,623.1,24
2021-01-08T08:48:50Z,00:00:28,15.310939,67.99101117,623.1,25,15.310939,67.99101117,623.1,25
2021-01-08T08:48:51Z,NA,NA,NA,NA,NA,15.310937084999999,67.991008085,623.1,26
2021-01-08T08:48:52Z,00:00:30,15.31093517,67.991005,623.1,27,15.31093517,67.991005,623.1,27
2021-01-08T08:48:53Z,NA,NA,NA,NA,NA,15.310939835,67.991000665,623.1,28
2021-01-08T08:48:54Z,00:00:32,15.3109445,67.99099633,623.1,29,15.3109445,67.99099633,623.1,29
2021-01-08T08:48:55Z,NA,NA,NA,NA,NA,15.310938335,67.9909925,623.05,30
2021-01-08T08:48:56Z,00:00:33,15.31093217,67.99098867,623,31,15.31093217,67.99098867,623,31
2021-01-08T08:48:57Z,NA,NA,NA,NA,NA,15.310938335,67.990984835,623.05,32
2021-01-08T08:48:58Z,00:00:35,15.3109445,67.990981,623.1,33,15.3109445,67.990981,623.1,33
2021-01-08T08:48:59Z,NA,NA,NA,NA,NA,15.310947500000001,67.99097625,623.1,34
2021-01-08T08:49:00Z,00:00:37,15.3109505,67.9909715,623.1,35,15.3109505,67.9909715,623.1,35
2021-01-08T08:49:01Z,NA,NA,NA,NA,NA,15.310966165,67.990963835,623.1,36
2021-01-08T08:49:02Z,00:00:41,15.31098183,67.99095617,623.1,37,15.31098183,67.99095617,623.1,37
2021-01-08T08:49:03Z,NA,NA,NA,NA,NA,15.31099208,67.9909515,623.1,38
2021-01-08T08:49:04Z,00:00:43,15.31100233,67.99094683,623.1,39,15.31100233,67.99094683,623.1,39
2021-01-08T08:49:05Z,NA,NA,NA,NA,NA,15.31100983,67.99094416333334,623.1,40
2021-01-08T08:49:06Z,NA,NA,NA,NA,NA,15.31101733,67.99094149666666,623.1,41
2021-01-08T08:49:07Z,00:00:45,15.31102483,67.99093883,623.1,42,15.31102483,67.99093883,623.1,42
2021-01-08T08:49:08Z,00:00:46,15.31105433,67.99093217,623.1,43,15.31105433,67.99093217,623.1,43
2021-01-08T08:49:09Z,NA,NA,NA,NA,NA,15.31106475,67.99092974999999,623.1500000000001,44
2021-01-08T08:49:10Z,00:00:48,15.31107517,67.99092733,623.2,45,15.31107517,67.99092733,623.2,45
2021-01-08T08:49:11Z,NA,NA,NA,NA,NA,15.31107725,67.990921915,623.1500000000001,46
2021-01-08T08:49:12Z,00:00:50,15.31107933,67.9909165,623.1,47,15.31107933,67.9909165,623.1,47
2021-01-08T08:49:13Z,NA,NA,NA,NA,NA,15.311083665,67.990914335,623.1,48
2021-01-08T08:49:14Z,00:00:52,15.311088,67.99091217,623.1,49,15.311088,67.99091217,623.1,49
2021-01-08T08:49:15Z,NA,NA,NA,NA,NA,15.311090584999999,67.99091133499999,623.1,50
2021-01-08T08:49:16Z,00:00:54,15.31109317,67.9909105,623.1,51,15.31109317,67.9909105,623.1,51
2021-01-08T08:49:17Z,NA,NA,NA,NA,NA,15.311098,67.990911165,623.2,52
2021-01-08T08:49:18Z,00:00:56,15.31110283,67.99091183,623.3,53,15.31110283,67.99091183,623.3,53
2021-01-08T08:49:19Z,NA,NA,NA,NA,NA,15.311099553333333,67.99091155333333,623.2333333333333,54
2021-01-08T08:49:20Z,NA,NA,NA,NA,NA,15.311096276666666,67.99091127666667,623.1666666666666,55
2021-01-08T08:49:21Z,00:00:57,15.311093,67.990911,623.1,56,15.311093,67.990911,623.1,56
2021-01-08T08:49:22Z,00:00:59,15.31109783,67.99091133,623.1,57,15.31109783,67.99091133,623.1,57
2021-01-08T08:49:23Z,NA,NA,NA,NA,NA,15.311096079999999,67.99091108,623.05,58
2021-01-08T08:49:24Z,00:01:01,15.31109433,67.99091083,623,59,15.31109433,67.99091083,623,59
2021-01-08T08:49:25Z,NA,NA,NA,NA,NA,15.311092165,67.99091475,623,60
2021-01-08T08:49:26Z,00:01:05,15.31109,67.99091867,623,61,15.31109,67.99091867,623,61
2021-01-08T08:49:27Z,NA,NA,NA,NA,NA,15.311086415,67.990921,623.05,62
2021-01-08T08:49:28Z,00:01:07,15.31108283,67.99092333,623.1,63,15.31108283,67.99092333,623.1,63
2021-01-08T08:49:29Z,NA,NA,NA,NA,NA,15.311079164999999,67.99092583000001,623.1,64
2021-01-08T08:49:30Z,00:01:09,15.3110755,67.99092833,623.1,65,15.3110755,67.99092833,623.1,65
2021-01-08T08:49:31Z,NA,NA,NA,NA,NA,15.311072056666665,67.99092927666666,623.1333333333333,66
2021-01-08T08:49:32Z,NA,NA,NA,NA,NA,15.311068613333333,67.99093022333334,623.1666666666667,67
2021-01-08T08:49:33Z,00:01:10,15.31106517,67.99093117,623.2,68,15.31106517,67.99093117,623.2,68
2021-01-08T08:49:34Z,00:01:12,15.31106283,67.99092533,623.4,69,15.31106283,67.99092533,623.4,69
2021-01-08T08:49:35Z,NA,NA,NA,NA,NA,15.311059915,67.99092541499999,623.3499999999999,70
2021-01-08T08:49:36Z,00:01:14,15.311057,67.9909255,623.3,71,15.311057,67.9909255,623.3,71
2021-01-08T08:49:37Z,NA,NA,NA,NA,NA,15.311060335,67.990923835,623.25,72
2021-01-08T08:49:38Z,00:01:16,15.31106367,67.99092217,623.2,73,15.31106367,67.99092217,623.2,73
2021-01-08T08:49:39Z,NA,NA,NA,NA,NA,15.31106475,67.99092200000001,623.1500000000001,74
2021-01-08T08:49:40Z,00:01:18,15.31106583,67.99092183,623.1,75,15.31106583,67.99092183,623.1,75
2021-01-08T08:49:41Z,NA,NA,NA,NA,NA,15.31106725,67.99092175000001,623.1500000000001,76
2021-01-08T08:49:42Z,00:01:20,15.31106867,67.99092167,623.2,77,15.31106867,67.99092167,623.2,77
2021-01-08T08:49:43Z,NA,NA,NA,NA,NA,15.31107117,67.99092289000001,623.2,78
2021-01-08T08:49:44Z,NA,NA,NA,NA,NA,15.311073669999999,67.99092411,623.2,79
2021-01-08T08:49:45Z,00:01:22,15.31107617,67.99092533,623.2,80,15.31107617,67.99092533,623.2,80
2021-01-08T08:49:46Z,NA,NA,NA,NA,NA,15.311080835,67.9909265,623.2,81
