datetime,videotime,lon,lat,depth,LON2,LAT2,depth_interpolated,videotime_interpolated,xsmoothed,ysmoothed
2022-03-01T10:53:00Z,00:05:51,15.27924517,68.02918283,345.6,15.27924517,68.02918283,345.6,351,15.2792932226853,68.02916765979722
2022-03-01T10:53:02Z,00:05:53,15.27924283,68.02916667,344.7,15.27924283,68.02916667,344.7,353,15.279285582149297,68.02916689560756
2022-03-01T10:53:04Z,00:05:53,15.27924283,68.02916667,344,15.27924283,68.02916667,344,353,15.279280644004409,68.02916762392964
2022-03-01T10:53:06Z,00:05:56,15.2792885,68.029146,344.8,15.2792885,68.029146,344.8,356,15.279278368461243,68.02917010315208
2022-03-01T10:53:08Z,00:05:58,15.27932517,68.02912917,344.7,15.27932517,68.02912917,344.7,358,15.279278715730436,68.02917459166355
2022-03-01T10:53:10Z,00:06:00,15.27933817,68.02912083,345.3,15.27933817,68.02912083,345.3,360,15.27928164602261,68.02918134785264
2022-03-01T10:53:12Z,00:06:02,15.2791705,68.02924667,344.6,15.2791705,68.02924667,344.6,362,15.279286968395914,68.0291903509236
2022-03-01T10:53:14Z,00:06:04,15.27926467,68.02923983,343.7,15.27926467,68.02923983,343.7,364,15.2792938872986,68.02920046334326
2022-03-01T10:53:16Z,00:06:06,15.279315,68.0292165,343.8,15.279315,68.0292165,343.8,366,15.279301456026452,68.02921026839398
2022-03-01T10:53:18Z,00:06:07,15.27941083,68.02920667,345.9,15.27941083,68.02920667,345.9,367,15.279308727875259,68.02921834935815
2022-03-01T10:53:20Z,00:06:09,15.27943583,68.0292085,344,15.27943583,68.0292085,344,369,15.279315182500415,68.02922354336981
2022-03-01T10:53:22Z,00:06:11,15.27927117,68.02923233,344.7,15.27927117,68.02923233,344.7,371,15.279322004995814,68.02922570296931
2022-03-01T10:53:24Z,00:06:13,15.27918383,68.0292615,344.8,15.27918383,68.0292615,344.8,373,15.279330806814967,68.02922493454867
2022-03-01T10:53:26Z,00:06:17,15.27929083,68.029245,341.2,15.27929083,68.029245,341.2,377,15.279343199411377,68.02922134449987
2022-03-01T10:53:28Z,00:06:19,15.27938,68.02922283,343.7,15.27938,68.02922283,343.7,379,15.279360230803627,68.02921516570818
2022-03-01T10:53:30Z,00:06:20,15.27939367,68.02919233,340.7,15.27939367,68.02919233,340.7,380,15.279380695270609,68.02920713703192
2022-03-01T10:53:32Z,00:06:22,15.279418,68.02918067,342.7,15.279418,68.02918067,342.7,382,15.279402823656271,68.02919812382274
2022-03-01T10:53:34Z,00:06:24,15.27945017,68.0291695,341.4,15.27945017,68.0291695,341.4,384,15.279424846804584,68.02918899143215
2022-03-01T10:53:36Z,00:06:26,15.27946517,68.02916883,341.2,15.27946517,68.02916883,341.2,386,15.279444995559505,68.02918060521179
2022-03-01T10:53:38Z,00:06:28,15.27944233,68.02917533,342.8,15.27944233,68.02917533,342.8,388,15.279461646723464,68.0291735824803
