"","Sperre_LOG_DATETIME","Sperre_Depth","Sperre_Heading","Survey_ROV_LON","Survey_ROV_LAT","Survey_LOG_RELTIME"
"340",2021-01-07 09:42:25,281.7,189,"5.27141233","8.00138517",00:11:21
"341",2021-01-07 09:42:27,281.7,194,"5.27141217","8.00138267",00:11:23
"342",2021-01-07 09:42:29,281.7,196,"5.27141667","8.00138133",00:11:25
"343",2021-01-07 09:42:31,281.6,196,"5.27142000","8.00137917",00:11:27
"344",2021-01-07 09:42:33,281.4,199,"5.27142417","8.00137483",00:11:29
"345",2021-01-07 09:42:35,281.1,200,"5.27142050","8.00137433",00:11:30
"346",2021-01-07 09:42:37,281.1,208,"5.27142233","8.00137217",00:11:32
"347",2021-01-07 09:42:39,281.1,209,"5.27142233","8.00136867",00:11:36
"348",2021-01-07 09:42:41,281.1,214,"5.27142050","8.00137067",00:11:38
"349",2021-01-07 09:42:43,280.8,212,"5.27142317","8.00137117",00:11:40
"350",2021-01-07 09:42:45,280.8,214,"5.27142950","8.00137433",00:11:42
"351",2021-01-07 09:42:47,280.7,215,"5.27143233","8.00137667",00:11:43
"352",2021-01-07 09:42:49,280.8,212,"5.27143167","8.00137833",00:11:45
"353",2021-01-07 09:42:51,281,213,"5.27143350","8.00137883",00:11:47
"354",2021-01-07 09:42:53,281.1,214,"5.27142750","8.00137950",00:11:49
"355",2021-01-07 09:42:55,281.1,219,"5.27142267","8.00137750",00:11:51
"356",2021-01-07 09:42:57,281.3,222,"5.27142583","8.00137433",00:11:53
"357",2021-01-07 09:42:59,281.4,224,"5.27143500","8.00137133",00:11:55
"358",2021-01-07 09:43:01,281.4,226,"5.27143383","8.00137117",00:11:56
"359",2021-01-07 09:43:03,281.3,228,"5.27143850","8.00136767",00:12:00
"360",2021-01-07 09:43:05,281.4,232,"5.27144583","8.00136333",00:12:02
"361",2021-01-07 09:43:07,281.4,234,"5.27144717","8.00136250",00:12:04
"362",2021-01-07 09:43:09,281.4,238,"5.27144383","8.00136100",00:12:06
"363",2021-01-07 09:43:11,281.6,233,"5.27145067","8.00135517",00:12:07
"364",2021-01-07 09:43:13,281.7,232,"5.27145517","8.00135300",00:12:09
"365",2021-01-07 09:43:15,281.7,230,"5.27145317","8.00135050",00:12:11
"366",2021-01-07 09:43:17,281.8,228,"5.27145617","8.00135100",00:12:13
"367",2021-01-07 09:43:19,281.9,227,"5.27145400","8.00135017",00:12:15
"368",2021-01-07 09:43:21,282,227,"5.27144617","8.00134967",00:12:17
"369",2021-01-07 09:43:23,282.1,225,"5.27143733","8.00135217",00:12:19
"370",2021-01-07 09:43:25,282.1,226,"5.27142467","8.00135083",00:12:20
"371",2021-01-07 09:43:27,282.2,223,"5.27141733","8.00135167",00:12:22
"372",2021-01-07 09:43:29,282.1,221,"5.27141750","8.00135317",00:12:26
"373",2021-01-07 09:43:31,281.9,217,"5.27142383","8.00135400",00:12:28
"374",2021-01-07 09:43:33,281.7,211,"5.27142183","8.00135567",00:12:30
"375",2021-01-07 09:43:35,281.4,205,"5.27141733","8.00135533",00:12:32
"376",2021-01-07 09:43:37,281.4,205,"5.27141550","8.00135567",00:12:33
"377",2021-01-07 09:43:39,281.4,202,"5.27141500","8.00135433",00:12:35
"378",2021-01-07 09:43:41,281.3,206,"5.27141600","8.00135417",00:12:37
"379",2021-01-07 09:43:43,281.1,207,"5.27141883","8.00135350",00:12:39
"380",2021-01-07 09:43:45,280.9,210,"5.27142250","8.00135417",00:12:41
"381",2021-01-07 09:43:47,280.8,209,"5.27142167","8.00135450",00:12:43
"382",2021-01-07 09:43:49,280.5,210,"5.27142933","8.00135183",00:12:45
"383",2021-01-07 09:43:51,280.5,206,"5.27143850","8.00135333",00:12:46
"384",2021-01-07 09:43:53,280.4,204,"5.27144000","8.00134967",00:12:50
"385",2021-01-07 09:43:55,280.1,205,"5.27143633","8.00134883",00:12:52
"386",2021-01-07 09:43:57,280.1,203,"5.27143317","8.00135050",00:12:54
"387",2021-01-07 09:43:59,280,206,"5.27143050","8.00134917",00:12:56
"388",2021-01-07 09:44:01,279.8,203,"5.27143633","8.00135183",00:12:57
"389",2021-01-07 09:44:03,279.7,202,"5.27143517","8.00135050",00:12:59
"390",2021-01-07 09:44:05,279.6,197,"5.27142817","8.00134983",00:13:01
"391",2021-01-07 09:44:07,279.4,198,"5.27143200","8.00134583",00:13:03
"392",2021-01-07 09:44:09,279.4,204,"5.27143383","8.00134767",00:13:05
"393",2021-01-07 09:44:11,279.1,210,"5.27143067","8.00135033",00:13:07
"394",2021-01-07 09:44:13,279,211,"5.27143383","8.00134817",00:13:09
"395",2021-01-07 09:44:15,278.8,213,"5.27143300","8.00135000",00:13:10
"396",2021-01-07 09:44:17,278.6,213,"5.27143750","8.00134750",00:13:12
"397",2021-01-07 09:44:19,278.4,212,"5.27145350","8.00134333",00:13:16
"398",2021-01-07 09:44:21,278,214,"5.27146000","8.00134350",00:13:18
"399",2021-01-07 09:44:23,277.8,214,"5.27146817","8.00134417",00:13:20
"400",2021-01-07 09:44:25,277.7,210,"5.27147033","8.00134900",00:13:22
"401",2021-01-07 09:44:27,277.5,204,"5.27146617","8.00134967",00:13:23
"402",2021-01-07 09:44:29,277.3,204,"5.27147133","8.00134783",00:13:25
"403",2021-01-07 09:44:31,277.2,210,"5.27148417","8.00134933",00:13:27
"404",2021-01-07 09:44:33,276.9,214,"5.27149483","8.00135167",00:13:29
"405",2021-01-07 09:44:35,276.7,221,"5.27150550","8.00135283",00:13:31
"406",2021-01-07 09:44:37,276.6,234,"5.27150383","8.00135200",00:13:33
"407",2021-01-07 09:44:39,276.4,233,"5.27151533","8.00135517",00:13:35
"408",2021-01-07 09:44:41,276.4,236,"5.27151983","8.00135567",00:13:36
"409",2021-01-07 09:44:43,276.2,238,"5.27152100","8.00134733",00:13:40
"410",2021-01-07 09:44:45,276.1,245,"5.27152267","8.00134167",00:13:42
"411",2021-01-07 09:44:47,275.9,247,"5.27152317","8.00133667",00:13:44
"412",2021-01-07 09:44:49,275.7,248,"5.27152017","8.00133683",00:13:46
"413",2021-01-07 09:44:51,275.7,246,"5.27152133","8.00133733",00:13:48
"414",2021-01-07 09:44:53,275.6,243,"5.27152617","8.00134067",00:13:49
"415",2021-01-07 09:44:55,275.5,238,"5.27152817","8.00134117",00:13:51
"416",2021-01-07 09:44:57,275.3,233,"5.27151550","8.00134317",00:13:53
"417",2021-01-07 09:44:59,275,234,"5.27150300","8.00134550",00:13:55
"418",2021-01-07 09:45:01,274.6,235,"5.27149500","8.00134950",00:13:57
"419",2021-01-07 09:45:03,274.5,236,"5.27148800","8.00134983",00:13:59
"420",2021-01-07 09:45:05,274.3,237,"5.27148550","8.00135333",00:14:00
"421",2021-01-07 09:45:07,274.2,236,"5.27148417","8.00135083",00:14:02
"422",2021-01-07 09:45:09,274.2,239,"5.27148417","8.00135433",00:14:06
"423",2021-01-07 09:45:11,274.2,236,"5.27147667","8.00135167",00:14:08
"424",2021-01-07 09:45:13,274,236,"5.27147800","8.00134733",00:14:10
"425",2021-01-07 09:45:15,273.6,232,"5.27147983","8.00135167",00:14:12
"426",2021-01-07 09:45:17,273.3,230,"5.27147000","8.00135033",00:14:13
"427",2021-01-07 09:45:19,273.1,224,"5.27146283","8.00134717",00:14:15
"428",2021-01-07 09:45:21,273,219,"5.27143750","8.00135167",00:14:17
"429",2021-01-07 09:45:23,272.9,216,"5.27142750","8.00135050",00:14:19
"430",2021-01-07 09:45:25,272.6,217,"5.27142317","8.00135233",00:14:21
"431",2021-01-07 09:45:27,272.4,216,"5.27141750","8.00135450",00:14:23
"432",2021-01-07 09:45:29,272.3,217,"5.27141000","8.00135267",00:14:25
"433",2021-01-07 09:45:31,272.2,216,"5.27141417","8.00134517",00:14:26
"434",2021-01-07 09:45:33,272.2,213,"5.27141867","8.00134717",00:14:28
"435",2021-01-07 09:45:35,272.1,216,"5.27142250","8.00135200",00:14:32
"436",2021-01-07 09:45:37,272,214,"5.27141467","8.00135517",00:14:34
"437",2021-01-07 09:45:39,271.7,219,"5.27141950","8.00135367",00:14:36
"438",2021-01-07 09:45:41,271.6,223,"5.27142150","8.00134700",00:14:38
"439",2021-01-07 09:45:43,271.3,227,"5.27142667","8.00134450",00:14:39
"440",2021-01-07 09:45:45,271.2,229,"5.27142467","8.00134167",00:14:41
"441",2021-01-07 09:45:47,271.1,230,"5.27142100","8.00134283",00:14:43
"442",2021-01-07 09:45:49,271,222,"5.27141133","8.00134233",00:14:45
"443",2021-01-07 09:45:51,270.7,216,"5.27141117","8.00134317",00:14:47
"444",2021-01-07 09:45:53,270.6,214,"5.27140817","8.00134433",00:14:49
"445",2021-01-07 09:45:55,270.4,214,"5.27141217","8.00134450",00:14:50
"446",2021-01-07 09:45:57,270.2,214,"5.27140783","8.00134200",00:14:52
"447",2021-01-07 09:45:59,270.1,213,"5.27141183","8.00134433",00:14:56
"448",2021-01-07 09:46:01,269.9,213,"5.27141183","8.00134250",00:14:58
"449",2021-01-07 09:46:03,269.8,212,"5.27141300","8.00134067",NA
"450",2021-01-07 09:46:05,269.8,214,"5.27140383","8.00133983",00:15:02
"451",2021-01-07 09:46:07,269.6,215,"5.27140800","8.00134000",00:15:03
"452",2021-01-07 09:46:09,269.3,218,"5.27140300","8.00134100",00:15:05
"453",2021-01-07 09:46:11,269.3,219,"5.27140883","8.00134000",00:15:07
"454",2021-01-07 09:46:13,269.2,220,"5.27140600","8.00134217",00:15:09
"455",2021-01-07 09:46:15,269,222,"5.27140533","8.00133900",00:15:11
"456",2021-01-07 09:46:17,268.9,219,"5.27140600","8.00133600",00:15:13
"457",2021-01-07 09:46:19,268.8,218,"5.27141433","8.00134100",00:15:15
"458",2021-01-07 09:46:21,268.7,218,"5.27141350","8.00133700",00:15:16
"459",2021-01-07 09:46:23,268.5,219,"5.27141483","8.00133883",00:15:18
"460",2021-01-07 09:46:25,268.5,217,"5.27141967","8.00134267",00:15:22
"461",2021-01-07 09:46:27,268.3,220,"5.27141817","8.00134183",00:15:24
"462",2021-01-07 09:46:29,268.2,224,"5.27141300","8.00133967",00:15:26
"463",2021-01-07 09:46:31,268.2,225,"5.27141017","8.00134017",00:15:28
"464",2021-01-07 09:46:33,268.1,226,"5.27139967","8.00133633",00:15:29
"465",2021-01-07 09:46:35,268,228,"5.27139317","8.00133183",00:15:31
"466",2021-01-07 09:46:37,267.8,228,"5.27139167","8.00132900",00:15:33
"467",2021-01-07 09:46:39,267.6,228,"5.27139183","8.00132550",00:15:35
"468",2021-01-07 09:46:41,267.5,229,"5.27139050","8.00132450",00:15:37
"469",2021-01-07 09:46:43,267.2,230,"5.27139150","8.00132533",00:15:39
"470",2021-01-07 09:46:45,267.2,232,"5.27138967","8.00132583",00:15:41
"471",2021-01-07 09:46:47,267,233,"5.27139417","8.00132450",00:15:42
"472",2021-01-07 09:46:49,266.8,231,"5.27139050","8.00132583",00:15:46
"473",2021-01-07 09:46:51,266.6,230,"5.27138967","8.00132700",00:15:48
"474",2021-01-07 09:46:53,266.5,229,"5.27138333","8.00132900",00:15:50
"475",2021-01-07 09:46:55,266.2,229,"5.27137850","8.00132833",00:15:52
"476",2021-01-07 09:46:57,266,229,"5.27137667","8.00132500",00:15:53
"477",2021-01-07 09:46:59,265.9,230,"5.27137267","8.00132250",00:15:55
"478",2021-01-07 09:47:01,265.7,227,"5.27137383","8.00132033",00:15:57
"479",2021-01-07 09:47:03,265.6,223,"5.27137650","8.00132000",00:15:59
"480",2021-01-07 09:47:05,265.4,218,"5.27138000","8.00131817",00:16:01
"481",2021-01-07 09:47:07,265.2,216,"5.27138350","8.00131683",00:16:03
"482",2021-01-07 09:47:09,265.1,219,"5.27138517","8.00131600",00:16:05
"483",2021-01-07 09:47:11,264.9,218,"5.27138667","8.00131683",00:16:06
"484",2021-01-07 09:47:13,264.7,220,"5.27138683","8.00131783",00:16:08
"485",2021-01-07 09:47:15,264.6,221,"5.27138883","8.00132267",00:16:12
"486",2021-01-07 09:47:17,264.4,222,"5.27139517","8.00132583",00:16:14
"487",2021-01-07 09:47:19,264.3,225,"5.27139650","8.00132800",00:16:16
"488",2021-01-07 09:47:21,264.3,226,"5.27140717","8.00133033",00:16:18
"489",2021-01-07 09:47:23,264.1,228,"5.27140983","8.00133233",00:16:19
"490",2021-01-07 09:47:25,263.9,229,"5.27141000","8.00133000",00:16:21
"491",2021-01-07 09:47:27,263.8,228,"5.27140450","8.00132883",00:16:23
"492",2021-01-07 09:47:29,263.6,225,"5.27140067","8.00132533",00:16:25
"493",2021-01-07 09:47:31,263.6,223,"5.27139933","8.00132233",00:16:27
"494",2021-01-07 09:47:33,263.5,222,"5.27140067","8.00132150",00:16:29
"495",2021-01-07 09:47:35,263.2,223,"5.27140617","8.00132383",00:16:31
"496",2021-01-07 09:47:37,263,224,"5.27141017","8.00132300",00:16:32
"497",2021-01-07 09:47:39,262.9,223,"5.27141317","8.00132517",00:16:34
"498",2021-01-07 09:47:41,262.6,222,"5.27141567","8.00132683",00:16:38
"499",2021-01-07 09:47:43,262.6,219,"5.27142183","8.00132367",00:16:40
"500",2021-01-07 09:47:45,262.3,219,"5.27142517","8.00132050",00:16:42
"501",2021-01-07 09:47:47,262.2,221,"5.27143717","8.00131850",00:16:44
"502",2021-01-07 09:47:49,262,221,"5.27144600","8.00131517",00:16:45
"503",2021-01-07 09:47:51,262,222,"5.27144650","8.00130983",00:16:47
"504",2021-01-07 09:47:53,261.7,223,"5.27144350","8.00130733",00:16:49
"505",2021-01-07 09:47:55,261.7,222,"5.27144367","8.00130450",00:16:51
"506",2021-01-07 09:47:57,261.6,219,"5.27144400","8.00130383",00:16:53
"507",2021-01-07 09:47:59,261.4,218,"5.27143817","8.00130317",00:16:55
"508",2021-01-07 09:48:01,261.3,218,"5.27143183","8.00130183",00:16:57
"509",2021-01-07 09:48:03,261.1,218,"5.27142950","8.00130217",00:16:58
"510",2021-01-07 09:48:05,260.9,215,"5.27143183","8.00130600",00:17:02
"511",2021-01-07 09:48:07,260.7,215,"5.27143967","8.00130250",00:17:04
"512",2021-01-07 09:48:09,260.5,215,"5.27143967","8.00130333",00:17:06
"513",2021-01-07 09:48:11,260.4,216,"5.27143683","8.00130217",00:17:08
"514",2021-01-07 09:48:13,260.2,217,"5.27143117","8.00130317",00:17:09
"515",2021-01-07 09:48:15,259.9,218,"5.27142567","8.00130133",00:17:11
"516",2021-01-07 09:48:17,259.7,218,"5.27142417","8.00130150",00:17:13
"517",2021-01-07 09:48:19,259.5,217,"5.27142417","8.00130150",00:17:13
"518",2021-01-07 09:48:21,259.2,217,"5.27142417","8.00130150",00:17:13
"519",2021-01-07 09:48:23,258.9,215,"5.27142917","8.00130083",00:17:20
"520",2021-01-07 09:48:25,258.8,213,"5.27141517","8.00129567",00:17:21
"521",2021-01-07 09:48:27,258.6,216,"5.27140833","8.00129717",00:17:23
"522",2021-01-07 09:48:29,258.3,216,"5.27141233","8.00129417",00:17:25
"523",2021-01-07 09:48:31,258.2,217,"5.27141050","8.00129317",00:17:27
"524",2021-01-07 09:48:33,258,219,"5.27141483","8.00129250",00:17:29
"525",2021-01-07 09:48:35,257.9,218,"5.27142117","8.00129267",00:17:30
"526",2021-01-07 09:48:37,257.8,219,"5.27143400","8.00129283",00:17:34
"527",2021-01-07 09:48:39,257.8,223,"5.27143400","8.00129283",00:17:34
"528",2021-01-07 09:48:41,257.6,225,"5.27143817","8.00129500",00:17:38
"529",2021-01-07 09:48:43,257.6,222,"5.27144617","8.00129550",00:17:40
"530",2021-01-07 09:48:45,257.5,222,"5.27144567","8.00129433",00:17:42
"531",2021-01-07 09:48:47,257.4,222,"5.27144850","8.00129800",00:17:43
"532",2021-01-07 09:48:49,257.2,226,"5.27144917","8.00129583",00:17:45
"533",2021-01-07 09:48:51,257.2,225,"5.27144500","8.00129400",00:17:47
"534",2021-01-07 09:48:53,257,227,"5.27144650","8.00129333",00:17:49
"535",2021-01-07 09:48:55,256.9,231,"5.27144417","8.00129483",00:17:51
"536",2021-01-07 09:48:57,256.9,232,"5.27145100","8.00129483",00:17:53
"537",2021-01-07 09:48:59,256.9,226,"5.27144550","8.00129300",00:17:54
"538",2021-01-07 09:49:01,257.1,225,"5.27144183","8.00128817",00:17:56
"539",2021-01-07 09:49:03,257.2,224,"5.27143133","8.00128400",00:18:00
"540",2021-01-07 09:49:05,257.2,223,"5.27142917","8.00128383",00:18:02
"541",2021-01-07 09:49:07,257.3,221,"5.27142450","8.00128383",00:18:04
"542",2021-01-07 09:49:09,257.2,219,"5.27142133","8.00128700",00:18:06
"543",2021-01-07 09:49:11,257.2,219,"5.27142250","8.00129350",00:18:07
"544",2021-01-07 09:49:13,257.2,216,"5.27141967","8.00129617",00:18:09
"545",2021-01-07 09:49:15,256.9,214,"5.27141933","8.00129867",00:18:11
"546",2021-01-07 09:49:17,256.7,213,"5.27142200","8.00130333",00:18:13
"547",2021-01-07 09:49:19,256.6,215,"5.27142633","8.00130583",00:18:15
"548",2021-01-07 09:49:21,256.6,216,"5.27143300","8.00130633",00:18:17
"549",2021-01-07 09:49:23,256.3,218,"5.27143333","8.00130317",00:18:19
"550",2021-01-07 09:49:25,256.1,220,"5.27143200","8.00130417",00:18:20
"551",2021-01-07 09:49:27,256,223,"5.27143233","8.00130683",00:18:22
"552",2021-01-07 09:49:29,256,226,"5.27142617","8.00130200",00:18:26
"553",2021-01-07 09:49:31,256,233,"5.27142467","8.00129950",00:18:28
"554",2021-01-07 09:49:33,255.9,233,"5.27143300","8.00129817",00:18:30
"555",2021-01-07 09:49:35,255.7,229,"5.27142800","8.00129683",00:18:32
"556",2021-01-07 09:49:37,255.7,226,"5.27143117","8.00129900",00:18:33
"557",2021-01-07 09:49:39,255.5,225,"5.27142633","8.00129800",00:18:35
"558",2021-01-07 09:49:41,255.3,223,"5.27142633","8.00129850",00:18:37
"559",2021-01-07 09:49:43,255.2,220,"5.27141567","8.00129767",00:18:39
"560",2021-01-07 09:49:45,255.1,218,"5.27141300","8.00129767",00:18:41
"561",2021-01-07 09:49:47,255,214,"5.27141317","8.00129933",00:18:43
"562",2021-01-07 09:49:49,254.9,212,"5.27141117","8.00129867",00:18:44
"563",2021-01-07 09:49:51,254.7,210,"5.27141000","8.00129917",00:18:46
"564",2021-01-07 09:49:53,254.4,209,"5.27139217","8.00129750",00:18:50
"565",2021-01-07 09:49:55,254.3,209,"5.27138350","8.00129750",00:18:52
"566",2021-01-07 09:49:57,254.2,205,"5.27138000","8.00129867",00:18:54
"567",2021-01-07 09:49:59,254.1,209,"5.27137533","8.00130050",00:18:56
"568",2021-01-07 09:50:01,254,210,"5.27136550","8.00130083",00:18:57
"569",2021-01-07 09:50:03,254,213,"5.27135917","8.00130017",00:18:59
"570",2021-01-07 09:50:05,253.6,213,"5.27136033","8.00129933",00:19:01
"571",2021-01-07 09:50:07,253.3,212,"5.27136350","8.00130100",00:19:03
"572",2021-01-07 09:50:09,253,212,"5.27136517","8.00129900",00:19:05
"573",2021-01-07 09:50:11,252.8,207,"5.27136433","8.00130250",00:19:07
"574",2021-01-07 09:50:13,252.6,206,"5.27137217","8.00130450",00:19:09
"575",2021-01-07 09:50:15,252.4,207,"5.27138067","8.00130317",00:19:10
"576",2021-01-07 09:50:17,252.4,211,"5.27138650","8.00130633",00:19:12
"577",2021-01-07 09:50:19,252.1,214,"5.27140367","8.00130733",00:19:16
"578",2021-01-07 09:50:21,252.1,211,"5.27140650","8.00130567",00:19:18
"579",2021-01-07 09:50:23,252.1,214,"5.27141917","8.00130333",00:19:20
"580",2021-01-07 09:50:25,251.8,214,"5.27143083","8.00130567",00:19:22
"581",2021-01-07 09:50:27,251.7,212,"5.27143367","8.00130317",00:19:23
"582",2021-01-07 09:50:29,251.5,209,"5.27142717","8.00130617",00:19:25
"583",2021-01-07 09:50:31,251.4,209,"5.27142800","8.00130900",00:19:27
"584",2021-01-07 09:50:33,251.1,205,"5.27142050","8.00130967",00:19:29
"585",2021-01-07 09:50:35,250.9,208,"5.27141450","8.00131200",00:19:31
"586",2021-01-07 09:50:37,250.8,207,"5.27141767","8.00131750",00:19:33
"587",2021-01-07 09:50:39,250.6,207,"5.27141600","8.00131783",00:19:35
"588",2021-01-07 09:50:41,250.2,206,"5.27140900","8.00131667",00:19:36
"589",2021-01-07 09:50:43,250.1,206,"5.27139933","8.00132067",00:19:40
"590",2021-01-07 09:50:45,249.9,207,"5.27140083","8.00131867",00:19:42
"591",2021-01-07 09:50:47,249.5,208,"5.27140283","8.00131467",00:19:44
"592",2021-01-07 09:50:49,249.3,208,"5.27140250","8.00131100",00:19:46
"593",2021-01-07 09:50:51,249.2,207,"5.27140833","8.00131167",00:19:48
"594",2021-01-07 09:50:53,248.9,208,"5.27141167","8.00130783",00:19:49
"595",2021-01-07 09:50:55,248.8,207,"5.27140900","8.00130367",00:19:51
"596",2021-01-07 09:50:57,248.6,211,"5.27141150","8.00130150",00:19:53
"597",2021-01-07 09:50:59,248.5,212,"5.27141400","8.00130533",00:19:55
"598",2021-01-07 09:51:01,248.5,212,"5.27141500","8.00130133",00:19:57
"599",2021-01-07 09:51:03,248.4,211,"5.27141300","8.00129900",00:19:59
"600",2021-01-07 09:51:05,248.1,208,"5.27141033","8.00129783",00:20:00
"601",2021-01-07 09:51:07,248,206,"5.27140167","8.00129850",00:20:02
"602",2021-01-07 09:51:09,247.7,204,"5.27140167","8.00129850",00:20:02
"603",2021-01-07 09:51:11,247.4,204,"5.27140167","8.00129850",00:20:02
"604",2021-01-07 09:51:13,247.2,204,"5.27140167","8.00129650",00:20:09
"605",2021-01-07 09:51:15,247.1,206,"5.27140950","8.00129433",00:20:12
"606",2021-01-07 09:51:17,247,204,"5.27140633","8.00129067",00:20:14
"607",2021-01-07 09:51:19,246.9,204,"5.27140600","8.00128883",00:20:16
"608",2021-01-07 09:51:21,246.6,205,"5.27139967","8.00128800",00:20:18
"609",2021-01-07 09:51:23,246.5,204,"5.27139867","8.00128883",00:20:20
"610",2021-01-07 09:51:25,246.2,205,"5.27139600","8.00128783",00:20:21
"611",2021-01-07 09:51:27,245.9,203,"5.27139367","8.00128317",00:20:23
"612",2021-01-07 09:51:29,245.6,199,"5.27139833","8.00128100",00:20:25
"613",2021-01-07 09:51:31,245.3,199,"5.27139817","8.00128300",00:20:27
"614",2021-01-07 09:51:33,245,200,"5.27140850","8.00128400",00:20:29
"615",2021-01-07 09:51:35,244.8,199,"5.27140650","8.00128233",00:20:31
"616",2021-01-07 09:51:37,244.4,199,"5.27141233","8.00128333",00:20:32
"617",2021-01-07 09:51:39,244.2,198,"5.27141600","8.00128417",00:20:34
"618",2021-01-07 09:51:41,244,200,"5.27141567","8.00128283",00:20:38
"619",2021-01-07 09:51:43,243.6,202,"5.27141067","8.00128400",00:20:40
"620",2021-01-07 09:51:45,243.2,201,"5.27140567","8.00128217",00:20:42
"621",2021-01-07 09:51:47,242.9,200,"5.27140600","8.00128067",00:20:44
"622",2021-01-07 09:51:49,242.7,198,"5.27140917","8.00127967",00:20:45
"623",2021-01-07 09:51:51,242.2,196,"5.27140750","8.00127967",00:20:47
"624",2021-01-07 09:51:53,241.8,196,"5.27140200","8.00127750",00:20:49
"625",2021-01-07 09:51:55,241.4,193,"5.27140183","8.00127733",00:20:51
"626",2021-01-07 09:51:57,241.1,192,"5.27139933","8.00127950",00:20:53
"627",2021-01-07 09:51:59,241,195,"5.27139317","8.00127733",00:20:55
"628",2021-01-07 09:52:01,240.8,194,"5.27139183","8.00127650",00:20:57
"629",2021-01-07 09:52:03,240.8,195,"5.27139533","8.00127667",00:20:58
"630",2021-01-07 09:52:05,240.7,196,"5.27139367","8.00127650",00:21:00
"631",2021-01-07 09:52:07,240.4,199,"5.27139000","8.00127667",00:21:04
"632",2021-01-07 09:52:09,240.1,201,"5.27139700","8.00127600",00:21:06
"633",2021-01-07 09:52:11,239.9,202,"5.27139817","8.00127400",00:21:08
"634",2021-01-07 09:52:13,239.5,202,"5.27139517","8.00127217",00:21:10
"635",2021-01-07 09:52:15,239.4,202,"5.27140367","8.00127000",00:21:11
"636",2021-01-07 09:52:17,239.1,203,"5.27140483","8.00126833",00:21:13
"637",2021-01-07 09:52:19,239.1,200,"5.27140483","8.00126633",00:21:15
"638",2021-01-07 09:52:21,238.8,201,"5.27140100","8.00126083",00:21:17
"639",2021-01-07 09:52:23,238.7,202,"5.27139933","8.00125900",00:21:19
"640",2021-01-07 09:52:25,238.4,203,"5.27139400","8.00125367",00:21:21
"641",2021-01-07 09:52:27,237.9,204,"5.27138983","8.00125033",00:21:23
"642",2021-01-07 09:52:29,237.5,205,"5.27138150","8.00124833",00:21:24
"643",2021-01-07 09:52:31,237.4,206,"5.27138617","8.00125050",00:21:26
"644",2021-01-07 09:52:33,237.3,208,"5.27138250","8.00124783",00:21:30
"645",2021-01-07 09:52:35,237.1,209,"5.27137550","8.00124400",00:21:32
"646",2021-01-07 09:52:37,236.9,211,"5.27137600","8.00124133",00:21:34
"647",2021-01-07 09:52:39,236.8,209,"5.27137300","8.00123750",00:21:36
"648",2021-01-07 09:52:41,236.5,209,"5.27137017","8.00123750",00:21:37
"649",2021-01-07 09:52:43,236.5,209,"5.27137000","8.00123583",00:21:39
"650",2021-01-07 09:52:45,236.4,212,"5.27137583","8.00123650",00:21:41
"651",2021-01-07 09:52:47,236.3,215,"5.27137567","8.00123683",00:21:43
"652",2021-01-07 09:52:49,236.1,216,"5.27137700","8.00123450",00:21:45
"653",2021-01-07 09:52:51,236,217,"5.27137917","8.00123850",00:21:47
"654",2021-01-07 09:52:53,235.8,212,"5.27138183","8.00123767",00:21:49
"655",2021-01-07 09:52:55,235.8,213,"5.27138600","8.00124033",00:21:50
"656",2021-01-07 09:52:57,235.7,209,"5.27138667","8.00124083",00:21:54
"657",2021-01-07 09:52:59,235.5,209,"5.27138633","8.00124017",00:21:56
"658",2021-01-07 09:53:01,235.5,209,"5.27138617","8.00124117",00:21:58
"659",2021-01-07 09:53:03,235.4,207,"5.27138600","8.00124450",NA
"660",2021-01-07 09:53:05,235.4,209,"5.27138833","8.00124300",00:22:02
"661",2021-01-07 09:53:07,235.2,209,"5.27139183","8.00123967",00:22:03
"662",2021-01-07 09:53:09,235.1,211,"5.27139433","8.00123583",00:22:05
"663",2021-01-07 09:53:11,235.1,213,"5.27139050","8.00123200",00:22:07
"664",2021-01-07 09:53:13,235.1,213,"5.27138983","8.00122850",00:22:09
"665",2021-01-07 09:53:15,234.9,213,"5.27139067","8.00122633",00:22:11
"666",2021-01-07 09:53:17,234.7,209,"5.27139250","8.00122317",00:22:13
"667",2021-01-07 09:53:19,234.6,207,"5.27139417","8.00122467",00:22:15
"668",2021-01-07 09:53:21,234.7,204,"5.27139250","8.00122417",00:22:16
"669",2021-01-07 09:53:23,234.5,202,"5.27137967","8.00122017",00:22:20
"670",2021-01-07 09:53:25,234.4,200,"5.27137533","8.00122100",00:22:22
"671",2021-01-07 09:53:27,234.5,202,"5.27137567","8.00122100",00:22:24
"672",2021-01-07 09:53:29,234.4,203,"5.27136917","8.00122050",00:22:26
"673",2021-01-07 09:53:31,234.4,206,"5.27136933","8.00121883",00:22:27
"674",2021-01-07 09:53:33,234.3,207,"5.27136900","8.00122250",00:22:29
"675",2021-01-07 09:53:35,234.1,209,"5.27136767","8.00122517",00:22:31
"676",2021-01-07 09:53:37,234,212,"5.27136350","8.00122433",00:22:33
"677",2021-01-07 09:53:39,234,210,"5.27136233","8.00122633",00:22:35
"678",2021-01-07 09:53:41,233.8,207,"5.27136800","8.00122933",00:22:37
"679",2021-01-07 09:53:43,233.7,207,"5.27136817","8.00122817",00:22:39
"680",2021-01-07 09:53:45,233.6,205,"5.27137417","8.00123117",00:22:40
