X,Y,laser_frames,width,height,datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated,xsmoothed,ysmoothed,distance_3d,distance_travelled,bin
513011.2375040789,7541884.633151355,NA,2.323752457936308,1.3071107575891734,2021-01-08T08:49:47Z,00:01:24,15.3110855,67.99092767,623.2,82,15.3110855,67.99092767,623.2,82,15.311117054928028,67.99091931131328,0.11068893356455135,15.644675714509225,"[0,100]"
513011.3482076418,7541884.65863035,NA,2.3744022007702967,1.3356012379332918,2021-01-08T08:49:48Z,NA,NA,NA,NA,NA,15.311087415,67.99092442,623.2,83,15.311119705025192,67.99091953484081,0.11359779047327435,15.758273504982498,"[0,100]"
513011.46087991126,7541884.688104648,NA,2.4250519436042848,1.3640917182774102,2021-01-08T08:49:49Z,00:01:25,15.31108933,67.99092117,623.2,84,15.31108933,67.99092117,623.2,84,15.311122402677045,67.99091979411412,0.11646361910793016,15.874737124090428,"[0,100]"
513011.5753673337,7541884.721588016,NA,2.475701686438273,1.3925821986215283,2021-01-08T08:49:50Z,00:01:27,15.3111005,67.99091867,623.2,85,15.3111005,67.99091867,623.2,85,15.31112514421365,67.99092008926358,0.11928330082714916,15.994020424917576,"[0,100]"
513011.6915163568,7541884.759094217,NA,2.526351429272261,1.4210726789656467,2021-01-08T08:49:51Z,NA,NA,NA,NA,NA,15.31111425,67.99091717,623.1,86,15.311127925965083,67.99092042041956,0.15778881653639593,16.151809241453975,"[0,100]"
513011.80917342793,7541884.800637011,NA,2.577001172106249,1.449563159309765,2021-01-08T08:49:52Z,00:01:31,15.311128,67.99091567,623,87,15.311128,67.99091567,623,87,15.31113074426143,67.99092078771243,0.1599030649238455,16.311712306377817,"[0,100]"
513011.928184994,7541884.846230168,NA,2.6276509149402374,1.4780536396538837,2021-01-08T08:49:53Z,NA,NA,NA,NA,NA,15.3111355,67.99091558500001,622.9,88,15.311133595432754,67.99092119127259,0.16199533564190657,16.473707642019725,"[0,100]"
513012.0483975022,7541884.895887439,NA,2.6783006577742254,1.5065441199980016,2021-01-08T08:49:54Z,00:01:33,15.311143,67.9909155,622.8,89,15.311143,67.9909155,622.8,89,15.311136475809136,67.99092163123038,0.16406368192536483,16.637771323945092,"[0,100]"
513012.1696515773,7541884.94960353,[90.082658],2.7289504006082135,1.53503460034212,2021-01-08T08:49:55Z,NA,NA,NA,NA,NA,15.311147085,67.9909155,622.65,90,15.311139381579125,67.99092210754543,0.20021980194331276,16.837991125888404,"[0,100]"
513012.29176455224,7541885.00729684,NA,2.831926996722234,1.592958935656256,2021-01-08T08:49:56Z,00:01:35,15.31115117,67.9909155,622.5,91,15.31115117,67.9909155,622.5,91,15.311142308365172,67.99092261949414,0.2018417615092414,17.039832887397644,"[0,100]"
