X,Y,laser_frames,width,height,datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated,xsmoothed,ysmoothed,distance_3d,distance_travelled
-577107.1725316884,897239.9716439394,NA,3.5596398585851907,2.0022974204541697,2021-01-07T10:01:44Z,NA,NA,NA,NA,NA,5.271344085,8.001088665000001,199.55,1837,5.271338014848237,8.00109316829744,0.0945612335372428,237.55854992471188
-577107.0947253003,897239.9501630042,NA,3.5095786379353133,1.974137983838614,2021-01-07T10:01:45Z,00:30:41,5.2713465,8.00108833,199.6,1838,5.2713465,8.00108833,199.6,1838,5.271338715267792,8.001092993358759,0.09494874719188173,237.65349867190378
-577107.0163932533,897239.9294266849,NA,3.459517417285436,1.9459785472230575,2021-01-07T10:01:46Z,NA,NA,NA,NA,NA,5.271345,8.001087,199.6,1839,5.271339420229441,8.00109282516989,0.08103026918677786,237.73452894109053
-577106.937671327,897239.9095136723,[1840.110264],3.4094561966355585,1.9178191106075015,2021-01-07T10:01:47Z,00:30:43,5.2713435,8.00108567,199.6,1840,5.2713435,8.00108567,199.6,1840,5.2713401285020955,8.001092664403446,0.0812014147042588,237.8157303557948
-577106.8586842115,897239.8904965373,NA,3.452203608914934,1.9418645300146504,2021-01-07T10:01:48Z,NA,NA,NA,NA,NA,5.27134375,8.001084585000001,199.65,1841,5.271340838955144,8.001092511679838,0.09539714798723273,237.91112750378204
-577106.7795122399,897239.8724233763,NA,3.4949510211943093,1.965909949421799,2021-01-07T10:01:49Z,00:30:45,5.271344,8.0010835,199.7,1842,5.271344,8.0010835,199.7,1842,5.271341550859888,8.001092367410731,0.09536687183813153,238.00649437562018
-577106.7002246566,897239.855336167,NA,3.5376984334736847,1.9899553688289475,2021-01-07T10:01:50Z,NA,NA,NA,NA,NA,5.271347,8.00108325,199.7,1843,5.271342263588101,8.001092231955608,0.0811079131584367,238.0876022887786
-577106.6208907056,897239.8392768857,NA,3.58044584575306,2.0140007882360966,2021-01-07T10:01:51Z,00:30:47,5.27135,8.001083,199.7,1844,5.27135,8.001083,199.7,1844,5.271342976511565,8.001092105673942,0.08094304353686577,238.16854533231546
-577106.5415796312,897239.8242875111,NA,3.623193258032436,2.0380462076432453,2021-01-07T10:01:52Z,NA,NA,NA,NA,NA,5.271348085,8.0010835,199.65,1845,5.271343689002055,8.001091988925214,0.09494697406672184,238.2634923063822
-577106.462360678,897239.8104100192,NA,3.6659406703118114,2.062091627050394,2021-01-07T10:01:53Z,00:30:49,5.27134617,8.001084,199.6,1846,5.27134617,8.001084,199.6,1846,5.2713444004313486,8.0010918820689,0.09470072500877999,238.35819303139098
-577106.3833030907,897239.7976863879,NA,3.708688082591187,2.0861370464575426,2021-01-07T10:01:54Z,NA,NA,NA,NA,NA,5.271348919999999,8.001084585000001,199.6,1847,5.271345110171222,8.001091785464478,0.08007492058010508,238.43826795197108
-577106.3044761128,897239.7861585945,NA,3.751435494870562,2.1101824658646913,2021-01-07T10:01:55Z,00:30:50,5.27135167,8.00108517,199.6,1848,5.27135167,8.00108517,199.6,1848,5.2713458175934536,8.001091699471427,0.0796654408147598,238.51793339278584
-577106.2259489889,897239.7758686163,NA,3.7941829071499376,2.13422788527184,2021-01-07T10:01:56Z,NA,NA,NA,NA,NA,5.271348919999999,8.001084169999999,199.5,1849,5.27134652206982,8.001091624449225,0.1275632895472746,238.64549668233312
-577106.147790964,897239.7668584306,[1850.851385],3.836930319429313,2.1582733046789886,2021-01-07T10:01:57Z,00:30:52,5.27134617,8.00108317,199.4,1850,5.27134617,8.00108317,199.4,1850,5.271347222972098,8.00109156075735,0.12723938190623532,238.77273606423935
-577106.0700712816,897239.7591700143,NA,3.8973538507815184,2.192261541064604,2021-01-07T10:01:58Z,NA,NA,NA,NA,NA,5.271344585,8.00108292,199.4,1851,5.271347919672066,8.001091508755279,0.07809904462541965,238.85083510886477
-577105.9928591861,897239.752845345,NA,3.957777382133724,2.2262497774502195,2021-01-07T10:01:59Z,00:30:56,5.271343,8.00108267,199.4,1852,5.271343,8.00108267,199.4,1852,5.271348611541499,8.001091468802489,0.07747069854356994,238.92830580740832
-577105.9162239213,897239.7479263997,NA,4.018200913485929,2.2602380138358353,2021-01-07T10:02:00Z,NA,NA,NA,NA,NA,5.271346250000001,8.001081835,199.35,1853,5.271349297952179,8.001091441258456,0.09163601820294877,239.01994182561128
-577105.8402347332,897239.7444551568,NA,4.078624444838135,2.2942262502214508,2021-01-07T10:02:01Z,00:30:58,5.2713495,8.001081,199.3,1854,5.2713495,8.001081,199.3,1854,5.271349978275877,8.001091426482667,0.09102969979201066,239.1109715254033
-577105.7649608646,897239.7424735924,NA,4.13904797619034,2.328214486607066,2021-01-07T10:02:02Z,NA,NA,NA,NA,NA,5.271350585,8.001081415,199.25,1855,5.271350651884375,8.001091424834591,0.09038850533041147,239.2013600307337
-577105.6904715605,897239.742023684,NA,4.199471507542545,2.3622027229926816,2021-01-07T10:02:03Z,NA,5.27135167,8.00108183,199.2,1856,5.27135167,8.00108183,199.2,1856,5.271351318149446,8.00109143667371,0.0897154325771678,239.29107546331088
-577105.616836065,897239.7431474088,NA,4.259895038894751,2.396190959378297,2021-01-07T10:02:04Z,NA,NA,NA,NA,NA,5.2713555,8.001084330000001,199.15,1857,5.271351976442871,8.001091462359497,0.08901375711187384,239.38008922042275
-577105.5441225986,897239.7458746699,NA,4.320318570246956,2.430179195763913,2021-01-07T10:02:05Z,00:31:02,5.27135933,8.00108683,199.1,1858,5.27135933,8.00108683,199.1,1858,5.271352626148158,8.00109150214401,0.08828751974696175,239.4683767401697
-577105.4723952888,897239.7501870686,NA,4.380742101599162,2.4641674321495284,2021-01-07T10:02:06Z,NA,NA,NA,NA,NA,5.27135558,8.001085165,199.15,1859,5.2713532666957335,8.001091555849595,0.08754086908355485,239.55591760925327
-577105.4017172381,897239.756054133,[1860.822055],4.441165632951367,2.498155668535144,2021-01-07T10:02:07Z,00:31:03,5.27135183,8.0010835,199.2,1860,5.27135183,8.0010835,199.2,1860,5.271353897527763,8.001091623191169,0.08677447369413788,239.6426920829474
-577105.332151552,897239.7634453895,NA,4.4569437225539845,2.5070308439366165,2021-01-07T10:02:08Z,NA,NA,NA,NA,NA,5.271358915,8.001083665,199.1,1861,5.271354518086405,8.00109170388365,0.12204103967259551,239.76473312262
-577105.2637613313,897239.7723303664,NA,4.472721812156602,2.515906019338089,2021-01-07T10:02:09Z,00:31:05,5.271366,8.00108383,199,1862,5.271366,8.00108383,199,1862,5.271355127813823,8.001091797641964,0.12147495665533954,239.88620807927535
