X,Y,laser_frames,width,height,datetime,videotime,lon,lat,depth,elapsed_seconds,LON2,LAT2,depth_interpolated,videotime_interpolated,distance_3d,distance_travelled,bin
513003.4630759084,7541895.058574592,NA,2.1982068062553406,1.236491328518629,2021-01-08T08:48:47Z,NA,NA,NA,NA,NA,15.310932415,67.99101317,623.1,22,0.35903415076350254,7.847673356879184,"[0,100]"
513003.8221055147,7541895.060381025,NA,2.2192062006665285,1.2483034878749224,2021-01-08T08:48:48Z,00:00:26,15.310941,67.99101317,623.1,23,15.310941,67.99101317,623.1,23,0.35903415077902034,8.206707507658205,"[0,100]"
513003.780845903,7541894.948680809,NA,2.240205595077717,1.2601156472312156,2021-01-08T08:48:49Z,NA,NA,NA,NA,NA,15.31094,67.99101217,623.1,24,0.11907684026594194,8.325784347924147,"[0,100]"
513003.7395862876,7541894.836980591,NA,2.261204989488905,1.271927806587509,2021-01-08T08:48:50Z,00:00:28,15.310939,67.99101117,623.1,25,15.310939,67.99101117,623.1,25,0.1190768432636588,8.444861191187806,"[0,100]"
513003.6612304307,7541894.492631617,NA,2.282204383900093,1.2837399659438022,2021-01-08T08:48:51Z,NA,NA,NA,NA,NA,15.310937085,67.991008085,623.1,26,0.3531513215520343,8.79801251273984,"[0,100]"
513003.58287455264,7541894.148282647,NA,2.303203778311281,1.2955521253000957,2021-01-08T08:48:52Z,00:00:30,15.31093517,67.991005,623.1,27,15.31093517,67.991005,623.1,27,0.35315132264644855,9.151163835386289,"[0,100]"
513003.78039934626,7541893.665955979,NA,2.3242031727224695,1.3073642846563889,2021-01-08T08:48:53Z,NA,NA,NA,NA,NA,15.310939835,67.991000665,623.1,28,0.5212053899599942,9.672369225346282,"[0,100]"
513003.9779242128,7541893.183629327,[29.934636],2.3452025671336574,1.3191764440126823,2021-01-08T08:48:54Z,00:00:32,15.3109445,67.99099633,623.1,29,15.3109445,67.99099633,623.1,29,0.5212054029488971,10.19357462829518,"[0,100]"
513003.7222486663,7541892.755326162,NA,2.349670131728664,1.3216894490973736,2021-01-08T08:48:55Z,NA,NA,NA,NA,NA,15.310938335,67.9909925,623.05,30,0.5013118655626541,10.694886493857831,"[0,100]"
513003.4665730344,7541892.327023023,NA,2.3541376963236704,1.3242024541820647,2021-01-08T08:48:56Z,00:00:33,15.31093217,67.99098867,623,31,15.31093217,67.99098867,623,31,0.5013118868039996,11.196198380661832,"[0,100]"
513003.7265483988,7541891.900756873,NA,2.358605260918677,1.326715459266756,2021-01-08T08:48:57Z,NA,NA,NA,NA,NA,15.310938335,67.990984835,623.05,32,0.5017868276380639,11.697985208299896,"[0,100]"
513003.9865238483,7541891.474490751,NA,2.363072825513684,1.3292284643514471,2021-01-08T08:48:58Z,00:00:35,15.3109445,67.990981,623.1,33,15.3109445,67.990981,623.1,33,0.5017868488147742,12.199772057114671,"[0,100]"
513004.11465035914,7541890.94554549,NA,2.3675403901086907,1.3317414694361385,2021-01-08T08:48:59Z,NA,NA,NA,NA,NA,15.3109475,67.99097625,623.1,34,0.5442421258719911,12.744014182986662,"[0,100]"
513004.24277692137,7541890.4166002385,NA,2.372007954703697,1.3342544745208296,2021-01-08T08:49:00Z,00:00:37,15.3109505,67.9909715,623.1,35,15.3109505,67.9909715,623.1,35,0.544242128920597,13.28825631190726,"[0,100]"
513004.9021974672,7541889.565327377,NA,2.3764755192987037,1.336767479605521,2021-01-08T08:49:01Z,NA,NA,NA,NA,NA,15.310966165,67.990963835,623.1,36,1.0768012541307024,14.365057566037962,"[0,100]"
513005.56161844527,7541888.714054688,NA,2.3809430838937105,1.339280484690212,2021-01-08T08:49:02Z,00:00:41,15.31098183,67.99095617,623.1,37,15.31098183,67.99095617,623.1,37,1.076801382662584,15.441858948700546,"[0,100]"
513005.99290047534,7541888.195554472,NA,2.385410648488717,1.341793489774903,2021-01-08T08:49:03Z,NA,NA,NA,NA,NA,15.31099208,67.9909515,623.1,38,0.6744232082077746,16.11628215690832,"[0,100]"
513006.4241826776,7541887.677054333,NA,2.3898782130837235,1.3443064948595944,2021-01-08T08:49:04Z,00:00:43,15.31100233,67.99094683,623.1,39,15.31100233,67.99094683,623.1,39,0.6744232589215705,16.79070541582989,"[0,100]"
513006.7393340877,7541887.381326701,[40.293177],2.3943457776787302,1.3468194999442855,2021-01-08T08:49:05Z,NA,NA,NA,NA,NA,15.31100983,67.99094416333334,623.1,40,0.43217501500751526,17.222880430837407,"[0,100]"
