Actiniaria free stet.,Asteroidea stet.,Bathyplotes stet.,Bonelliidae stet.,Caridea stet.,Cerianthidae stet.,Crustacea stet.,Fauna,G-undeterminable,G0,G5,G6,Holothuroidea stet.,Isidella stet.,Laser points,Mesothuria stet.,Mud,Munida stet.,Octocorallia - Gorgonacea stet.,Pandalidae stet.,Parastichopus stet.,Pennatuloidea stet.,Pisces,Pleuronectidae stet.,Unsegmented worms,associated caridea stet.,associated munida stet.,associated pandalidae stet.,flat,high confidence,marine litter,medium confidence,mucus undeterminable,polyps undeterminable,spare coral associated fauna,unidentified fauna,bin
0.0017208265807038658,0.010324959484223196,0.020649918968446392,0.007743719613167397,0.06108934361498724,0.0034416531614077316,0.09894752839047229,0.004302066451759665,0.5773373178261471,0.01720826580703866,0.0017208265807038658,0.006022893032463531,0.041299837936892785,1.8430052679338405,0.31146961110739974,0.006022893032463531,0.051624797421115975,0.3192133307205671,0.10152876826152808,0.0017208265807038658,0.006022893032463531,0.08518091574484137,0.005162479742111598,0.0034416531614077316,0.0017208265807038658,0.046462317679004377,0.018929092387742524,0.0017208265807038658,0.051624797421115975,0.0017208265807038658,8.604132903519329e-4,0.022370745549150257,0.6014288899560011,0.6005684766656492,0.022370745549150257,0.2400553080081893,"All(0,400]"
0.007384443633033487,0.04061443998168418,0.07384443633033487,0.025845552715617205,0.18461109082583718,0.014768887266066974,0.3618377380186409,0.018461109082583717,2.126719766313644,0.07384443633033487,0.0036922218165167434,0.022153330899100463,0.15507331629370322,2.2374864208091467,0.4061443998168418,0.022153330899100463,0.07015221451381813,1.151973206753224,0.34337662893605714,0.007384443633033487,0.025845552715617205,0.09230554541291859,0.022153330899100463,0.014768887266066974,0.0036922218165167434,0.12922776357808602,0.07753665814685161,0.007384443633033487,0.07015221451381813,0.0036922218165167434,0.0036922218165167434,0.09230554541291859,2.2227175335430798,2.219025311726563,0.0849211017798851,0.6830610360555975,"[0,100]"
0,0.0035635654817141663,0.014254261926856665,0.0071271309634283325,0.07483487511599748,0,0.06058061318914082,0,0.3385387207628458,0,0.0035635654817141663,0.0035635654817141663,0.021381392890284998,2.077558675839359,0.34210228624455996,0.0035635654817141663,0.053453482225712494,0.2102503634211358,0.06770774415256915,0,0,0.09621626800628248,0,0,0.0035635654817141663,0.06770774415256915,0.0035635654817141663,0,0.053453482225712494,0.0035635654817141663,0,0.0035635654817141663,0.3456658517262741,0.3456658517262741,0.010690696445142499,0.2209410598662783,"(100,200]"
0,0,0,0,0,0,0,0,0,0,0,0,0,1.8523635330684745,0.2996939278974812,0,0.047823499132576795,0,0.012752933102020478,0,0,0.08608229843863822,0,0,0,0,0,0,0.047823499132576795,0,0,0,0,0,0,0.047823499132576795,"(200,300]"
0,0,0,0,0,0,0,0,0,0,0,0,0,1.2520136155604211,0.20866893592673685,0,0.0370219079870017,0,0.006731255997636673,0,0,0.06731255997636673,0,0,0,0,0,0,0.0370219079870017,0,0,0,0,0,0,0.05721567597991172,"(300,400]"
